Title,Authors,Genre,Price,Rating,Description,Image
Educational Psychology,"Richard C. Sprinthall, Norman A. Sprinthall",Educational psychology,,,,http://books.google.com/books/content?id=H_hEAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
April,Reginald. A. Philpott,,,,"April Darling never thought she would be holding onto life by a thread. After she is found near death under the lifeless body of a notorious drug baron, April is nursed back to health and eventually visited in the hospital by the president of the United States, who credits her for helping to capture more powerful and dangerous drug lords. Anxious to heal and return to England as soon as possible, April settles into a chair in her hospital room after the president leaves and falls asleep. In her sleep, she dreams of the fateful day when a stranger changed her life beyond all recognition. As the dream continues, April drifts through memories of being drugged, abducted, and then transformed into a field agent. Unfortunately, as she attempts to stop an ominous global threat, she has no idea she is a dispensable decoy. Worse yet, she can remember her previous identity as George Partridge, a loving husband and father. Despite all the obstacles, however, April will not be deterred from her selfless assignment to make the world safer for others. In this gripping thriller, an agent tasked with the ultimate call to duty wonders if she will ever be able return to the life she once knew.",http://books.google.com/books/content?id=Z5d3oAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A Stanleyville,A. Detry,Ethnology,,,,
BK OF PUBLIC PRAYER,"Presbyterian Church in the U S a (Old S, Jean 1509-1564 Calvin",History,,,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",http://books.google.com/books/content?id=MekbvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Madaline,A Mabel (Blackman) Mrs Fitch,,,,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",http://books.google.com/books/content?id=EFnvjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A Booklist for Children and Parents,"Judith A. Kimball, New Hampshire State Library",Infants,,,,
A Politics of Hope,,,,,,
Web Design in a Nutshell,Jennifer Niederst Robbins,Computers,,3.5,"Web Design in a Nutshellcontains the nitty-gritty on everything you need to know to design Web pages. It's the good stuff, without the fluff, written and organized so that answers can be found quickly. Written by veteran Web designer Jennifer Niederst, this book provides quick access to the wide range of front-end technologies and techniques from which Web designers and authors must draw. It is an excellent reference for HTML 4.0 tags (including tables, frames, and Cascading Style Sheets) with special attention given to browser support and platform idiosyncrasies. The HTML section is more than a reference work, though. It details strange behavior in tables, for instance, and gives ideas and workarounds for using tables and frames on your site. Web Design in a Nutshell also covers multimedia and interactivity, audio and video, and emerging technologies like Dynamic HTML, XML, embedded fonts, and internationalization. The book includes: Discussions of the Web environment, monitors, and browsers A complete reference to HTML and Server Side Includes, including browser support for every tag and attribute Chapters on creating GIF, JPEG and PNG graphics, including designing with the Web Palette Information on multimedia and interactivity, including audio, video, Flash, Shockwave, and JavaScript Detailed tutorial and reference on Cascading Style Sheets, including an appendix of browser compatibility information Appendices detailing HTML tags, attributes, deprecated tags, proprietary tags, and CSS compatibility",http://books.google.com/books/content?id=v-lSAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Trust Me, I'm a Student",Max A. Hope,,,,,
Artificial Nucleases,Marina A. Zenkova,Science,,,"The development of agents capable of cleaving RNA and DNA has attracted considerable attention from researchers in the last few years, because of the immediate and very important applications they can find in the emerging fields of biotechnology and pharmacology. There are essentially two classes of these agents - nucleases that occur naturally inside cells and synthetically produced artificial nucleases. The first class includes protein enzyme nucle ases and catalytic RNA structured ribozymes that perform cleavage of the phosphodiester bonds in nucleic acids according to a hydrolytic pathway in the course of different biochemical processes in the cell. A different pathway is used by some antibiotics which cleave DNA via redox-based mechanisms resulting in oxidative damage of nucleotide units and breakage of the DNA backbone. The above molecules are indispensable tools for manipulating nucleic acids and processing RNA; DNA-cleaving antibiotics and cytotoxic ribonucleases have demonstrated utility as chemotherapeutic agents. The second class, artificial nucleases, are rationally designed to imitate the active centers of natural enzymes by simple structures possessing minimal sets of the most important characteristics that are essential for catalysis. A dif ferent approach, in vitro selection, was also used to create artificial RNA and DNA enzymes capable of cleaving RNA. Being less efficient and specific as compared to the natural enzymes, the primitive mimics are smaller and robust and can function in a broad range of conditions.",http://books.google.com/books/content?id=bwDNnQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Understanding Attachment Injuries in Children and How to Help: a Guide for Parents and Caregivers,Catherine Young,,,,,http://books.google.com/books/content?id=MD09zgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Me and My Hormones Walking Down Fifth Avenue,Elaine,Biography & Autobiography,10.69 EUR,,"A short story told like a stand-up comedy act, all true. How a little Jewish woman from Queens experiences life. From the eyes of a childlike adult. Her artistic designing style merges with her scientific/medical profession. Told in a storylike fashion to a friend, the reader. A spiritual love story of how an adventurous soul can overcome challenges and emerge grateful to live and tell her tale of Bliss.",http://books.google.com/books/content?id=HTyOAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A Letter about Raising the Value of Coin,A. Hill,Coinage,,,,
A Bibliography on Models and Physical-mechanical Properties of Agricultural Materials,A. Vasilenko,,,,,
Neo-Humanism,Acarya Avadhutika A.,,,,,
Abstracts and Index of Reports and Articles,India. Parliament. Lok Sabha,Economics,,,,http://books.google.com/books/content?id=1VeRfglFKCcC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Annual Report of the New York Agricultural Experiment Station,New York State Agricultural Experiment Station,Agriculture,,,,http://books.google.com/books/content?id=_GTYQDeEWTEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Journal of Industrial and Engineering Chemistry,,"Chemistry, Technical",,,,http://books.google.com/books/content?id=fMlL2s8SMs4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Unesco Sources,,,,,,http://books.google.com/books/content?id=70DD-ePATdcC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Digest,,"Literature, Modern",,3,,http://books.google.com/books/content?id=eEs_AAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Parliamentarian,,Commonwealth countries,,,,http://books.google.com/books/content?id=e5-GY6i1f-0C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Monthly Book Circular,,American literature,,,,http://books.google.com/books/content?id=iByD4vOB8AYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
McClure's Magazine,,American literature,,,,http://books.google.com/books/content?id=vgEfHvLtnJkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Research In Marketing,,,,,,http://books.google.com/books/content?id=7pnerrmF5RwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Canadian Journal of Botany,,Botany,,,,http://books.google.com/books/content?id=EjeJawe2EOAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Proceedings of the Royal Society of Canada,Royal Society of Canada,,,,,http://books.google.com/books/content?id=MMiGzjoHJY0C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Training for the Professions and Allied Occupations,"Bureau of Vocational Information (New York, N.Y.)",Professional education,,,,http://books.google.com/books/content?id=2WTjLHxb69cC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The American Historical Review,"John Franklin Jameson, Henry Eldridge Bourne, Robert Livingston Schuyler",History,,,"American Historical Review is the oldest scholarly journal of history in the United States and the largest in the world. Published by the American Historical Association, it covers all areas of historical research.",http://books.google.com/books/content?id=BQo5AAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Theosophical Path,"Katherine Augusta Westcott Tingley, Gottfried Purucker",California,,,,http://books.google.com/books/content?id=XeDRAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Graduate School at the University of Colorado, Boulder",University of Colorado Boulder. Graduate School,Universities and colleges,,,,http://books.google.com/books/content?id=8Jg2VSUZjDIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Fiji National Bibliography,,Fiji,,,,http://books.google.com/books/content?id=1rlNhVcwiXIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
University Register,"Northwestern University (Evanston, Ill.)",,,,,http://books.google.com/books/content?id=2I6UTxitYX8C&printsec=frontcover&img=1&zoom=1&source=gbs_api
The American Cyclopaedia,"George Ripley, Charles Anderson Dana",Encyclopedias and dictionaries,,,,http://books.google.com/books/content?id=u0dMAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
United Nations Documents Index,,,,,,http://books.google.com/books/content?id=PTTQ6cEBBREC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Official Verbatim Report of the Parliamentary Debates,Zambia. National Assembly,Zambia,,,,http://books.google.com/books/content?id=YbR4IbuBligC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Annual Report of the State Board of Education Showing Condition of the Public Schools of Maryland,Maryland. State Board of Education,Education,,,,http://books.google.com/books/content?id=ktS_58MgUqkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Journal of the Linnean Society of London,,Botany,,,,http://books.google.com/books/content?id=O370xozp5yUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Illinois Groundwater Protection Program,Illinois. Interagency Coordinating Committee on Groundwater,Groundwater,,,,http://books.google.com/books/content?id=uCYvRdRNIq4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Annual Register of the New Mexico State School of Mines, Socorro, N.M.",New Mexico School of Mines,,,,,http://books.google.com/books/content?id=xibGpZQaqmYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Southern Educational Review,,Education,,,,http://books.google.com/books/content?id=E_CgAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Catalog Issue for the Sessions of ...,"New Mexico College of Agriculture and Mechanic Arts, New Mexico State University",,,,,http://books.google.com/books/content?id=hRpP2cPWQmoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Northwest Musical Herald,,Music,,,,http://books.google.com/books/content?id=th6_6oTrn0MC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The School of Mines Quarterly,,Chemistry,,,,http://books.google.com/books/content?id=ieBMAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Monthly Bulletin,St. Louis Public Library,,,,"""Teachers' bulletin"", vol. 4- issued as part of v. 23, no. 9-",http://books.google.com/books/content?id=PDTQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Folco Portinari and his descendants, Hospital of S. Maria Nuova, Ancient Florentine academy of painters, Antonello da Messina, The Pollaiuoli ; Note on two copies of an inedited manuscript by Antonio Filarete",Sir Charles Lock Eastlake,Painting,,,"Unabridged and unaltered republication of the first edition originally published in 1847, under title ""Materials for a history of oil painting.""",http://books.google.com/books/content?id=6pGMjd5OC8oC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Briefs Setting Forth the Position of the University of Oregon Regarding the Principal Recommendations of the Survey of Higher Education in Oregon,University of Oregon,"Education, Higher",,,,http://books.google.com/books/content?id=WTQy7WHvWHgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Research Memorandum,,Research,,,,http://books.google.com/books/content?id=b5EjnMqlJ-AC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Living Age,,,,,,http://books.google.com/books/content?id=EDzWAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Monthly Checklist of State Publications,Library of Congress. Exchange and Gift Division,State government publications,,,,http://books.google.com/books/content?id=6v5Si7D3WfwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Harvard Alumni Directory,,,,,,http://books.google.com/books/content?id=UhFOAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Dental Roster,,,,,,http://books.google.com/books/content?id=nG7VTXn0zEAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
McGraw-Hill Education ACT 2016 (ebook),Christopher Black,Study Aids,,,"This go-to study guide provides the concepts, study strategies, and practice you need to dramatically raise your ACT score McGraw-Hill Education: ACT focuses on the fundamental concepts tested on the exam as well as the reasoning and analytical skills necessary to overcome common traps. The book covers the foundations of each essential concept, introduces strategies developed by the authors, and includes review exercises in each chapter so you can increase your test-taking confidence. 6 full-length practice exams--4 in the book, 2 online 40 problem-solving videos by renowned ACT coaches online Test Planner app helps you organize your time and set your own study schedules Answer keys provide full explanations that identify common errors",http://books.google.com/books/content?id=Rk5JCgAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
National Education,,Education,,,,http://books.google.com/books/content?id=jBTQI6zq9IwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Patent Office Library Series,Great Britain. Patent Office. Library,Technology,,,,http://books.google.com/books/content?id=0dRxnHCWmM4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Organization and Members - National Academy of Sciences, National Academy of Engineering, National Research Council",National Academy of Sciences (U.S.),,,,,http://books.google.com/books/content?id=bCKKObsKm4gC&printsec=frontcover&img=1&zoom=1&source=gbs_api
A History of Pergamum,Richard Evans,History,,,The first monograph in English to focus on Pergamum in this period.,http://books.google.com/books/content?id=wBmyxTIV1eMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Another Freedom,Svetlana Boym,History,,,"By offering a fresh look at the strange history of this idea, Another Freedom delivers a nuanced portrait of freedom's unpredictable occurrences and unexplored plots, one whose repercussions will be felt well into the future. --Book Jacket.",http://books.google.com/books/content?id=Rvlcf4JsrYsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
History of the Balkans:,Barbara Jelavich,History,,,"This volume concentrates on the Balkan wars and World War II, which both had their origins in the desire of nationalist circles to complete the territorial unification of their states. A substantial part of this book deals with the wartime experience, the establishment of the postwar regimes and their internal development to 1980 and the divergent paths followed by the five states (Bulgaria, Greece, Montenegro, Romania and Serbia) since 1945.",
A History of Modern Librarianship,"Pamela Spence Richards, Wayne A. Wiegand, Marija Dalbello",Language Arts & Disciplines,59.17 EUR,,"A broad, comparative history of librarianship, this intriguing work goes beyond the standard focus on institutions and collections to help you explore the part modern librarianship played—and continues to play—in forming Western cultures. Previous histories of libraries in the Western world—the last of which was published nearly 20 years ago—concentrate on libraries and librarians. This book takes a different approach. It focuses on the practice of librarianship, showing you how that practice has contributed to constructing the heritage of cultures. To do so, this groundbreaking collection of essays presents the history of modern librarianship in the context of recent developments of the library institution, professionalization of librarianship, and innovation through information technology. Organized by region, the book addresses the widely recognized, international impact of Anglo-American librarianship and its continuing influence over the past century, combining critical analysis with chronological histories of modern librarianship in Europe, North America, Australia/New Zealand, and Africa. An introductory chapter explains the origins of the project, and a concluding chapter examines the effects of digitization on modern librarianship in the 21st century.",http://books.google.com/books/content?id=9orDEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Story of Psychology,Robert C. Bolles,Education,,,"A distinguished psychological researcher, Bolles tells an intriguing story of the history of psychology in a casual and relaxed fashion. Written with the senior psychology student in mind, he conveys an understanding of the present state of psychology and the direction that cognitive psychology is headed. Bolles carefully structures the text to help readers understand what science is, the contribution by gestaltists, and the value of applied psychology. Emphasizing key participants such as Wundt, James, Hall, and Watson, Bolles also presents certain key themes--philosophical principles such as atomism, mechanism, empiricism, and associationism; and shows students that these themes have come and gone over the years. Bolles also mentions psychologists in a context of famous historical personalities, helping readers get a sense of the everyday world of each psychologist.",http://books.google.com/books/content?id=pvtGAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A History of American Literature Since 1870,Fred Lewis Pattee,Literary Collections,,,"Excerpt from A History of American Literature Since 1870 American literature in the larger sense of the term began with Irving, and, if we count The Sketch Book as the beginning, the centennial year of its birth is yet four years hence. It has been a custom, especially among the writers of text-books, to divide this century into periods, and all have agreed at one point: in the mid-thirties undoubtedly there began a new and distinct literary movement. The names given to this new age, which corresponded in a general way with the Victorian Era in England, have been various. It has been called the Age of Emerson, the Transcendental Period, the National Period, the Central Period. National it certainly was not, but among the other names there is little choice. Just as with the Victorian Era in England, not much has been said as to when the period ended. There has been no official closing, though it has been long evident that all the forces that brought it about have long since expended themselves and that a distinctively new period has not only begun but has already quite run its course. It has been our object to determine this new period and to study its distinguishing characteristics. We have divided the literary history of the century into three periods, denominating them as the Knickerbocker Period, the New England Period, and the National Period, and we have made the last to begin shortly after the close of the Civil War with those new forces and new ideals and broadened views that grew out of that mighty struggle. The field is a new one: no other book and no chapter of a book has ever attempted to handle it as a unit. It is an important one: it is our first really national period, all-American, autochthonic. It was not until after the war that our writers ceased to imitate and looked to their own land for material and inspiration. The amount of its literary product has been amazing. There have been single years in which have been turned out more volumes than were produced during all of the Knickerbocker Period. The quality of this output has been uniformly high. About the Publisher Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at www.forgottenbooks.com This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works.",http://books.google.com/books/content?id=HpezswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Studying Singapore's Past,"Ping Tjin Thum, Karl Hack, Kevin Blackburn, John Bastin, Anthony Milner, Kelvin W.K. Ng, A.J. Stockwell, Jason Lim",History,,,"C.M. (Mary) Turnbull's contributions to historical writing on Singapore extended from her 1962 thesis, published in 1972 as ""The Straits Settlements, 1826-1867: Indian Presidency to Crown Colony"", to her magisterial history of Singapore, first published in 1977 and re-issued in 2009 in an updated edition as A History of Singapore, 1819-2005. Her approach to history involved detailed work with documents and published materials, with a particular focus on political and economic history. One contributor to the present volume described the book as an ""exercise in endowing a modern 'nation-state' with a coherent past that should explain the present."" As styles in history evolved, younger scholars including some of her former students and colleagues began exploring new approaches to historical research that drew on non-English-language souce material and asked fresh questions of the sources. Mary enjoyed controversy and expected debate, and had a deep interest in these accounts, which were in many ways a natural progression from her own publications even when they raised questions about her interpretations and conclusions. Studying Singapore's Past had its origins in a conference organised to discuss her work. The volume includes ten contributions, some from long-established scholars of Singapore's history, others from a new generation of researchers. Their work offers an evaluation of established understandings of Singapore's history, and gives an indication of new directions that researchers are exploring. In publishing the book, the editor not only pays tribute to a distinguished historian but also seeks to make a contribution to the historiography of Singapore and to ongoing debates about Singapore's past.",http://books.google.com/books/content?id=ho0sCAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The History of American Homeopathy,John S Haller,Medical,,,"Although scorned in the early 1900s and publicly condemned by Abraham Flexner and the American Medical Association, the practice of homeopathy did not disappear. Instead, it evolved with the emergence of holistic healing and Eastern philosophy in the United States and today is a form of alternative medicine practiced by more than 100,000 physicians worldwide and used by millions of people to treat everyday ailments as well as acute and chronic diseases. The History of American Homeopathy traces the rise of lay practitioners in shaping homeopathy as a healing system and its relationship to other forms of complementary and alternative medicine in an age when conventional biomedicine remains the dominant form. Representing the most current and up-to-date history of American homeopathy, readers will benefit from John S. Haller Jr.'s comprehensive explanation of complementary medicine within the American social, scientific, religious, and philosophic traditions.",http://books.google.com/books/content?id=jVz9AAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
History of New Zealand,History and Civilization Collection,History,4.49 EUR,,"This book presents the History of New Zealand : the ""Land of the Long White Cloud"". New Zealand is an Island country of the southwestern Pacific Ocean. The date of man's arrival in New Zealand is uncertain. All that can be safely asserted is that by the 14th century A.D. Polynesian canoe-men had reached its northern shores in successive voyages. By 1642 they had spread to South Island, for there Abel Jansen Tasman found them when, in the course of his circuitous voyage from Java in the “Heemskirk,” he chanced upon the archipelago, coasted along much of its western side, though without venturing to land, and gave it the name it still bears. One hundred and thirty-seven years later, Cook, in the barque “Endeavour,” gained a much fuller knowledge of the coasts, which he circumnavigated, visited again and again, and mapped out with fair accuracy. He annexed the country, but the British government disavowed the act. After him came other navigators, French, Spanish, Russian and American; and, as the 18th century neared its end, came sealers, whalers and trading-schooners in quest of flax and timber. English missionaries, headed by Samuel Marsden, landed in 1814, to make for many years but slow progress...",http://books.google.com/books/content?id=NkMxDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
By the Sword,Richard Cohen,History,12.26 EUR,,"“Like swordplay itself, By the Sword is elegant, accurate, romantic, and full of brio—the definitive study, hugely readable, of man’s most deadly art.”—Simon Winchester With a new Preface by the author Napoleon fenced. So did Shakespeare, Karl Marx, Grace Kelly, and President Truman, who as a schoolboy would practice fencing with Bess—his future wife— when the two of them returned home from school. Lincoln was a canny dueler. Ignatius Loyola challenged a man to a duel for denying Christ’s divinity (and won). Less successful, but no less enthusiastic, was Mussolini, who would tell his wife he was “off to get spaghetti,” their code to avoid alarming the children. By the Sword is an epic history of sword fighting—a science, an art, and, for many, a religion that began at the dawn of civilization in ancient Egypt and has been an obsession for mankind ever since. With wit and insight, Richard Cohen gives us an engrossing history of the world via the sword. Praise for By the Sword “Touché! While scrupulous and informed about its subject, Richard Cohen’s book is about more than swordplay. It reads at times like an alternative social history of the West.”—Sebastian Faulks “In writing By the Sword, [Cohen] has shown that he is as skilled with the pen as he is with the sword.”—The New York Times “Irresistible . . . extraordinary . . . vivid and hugely enjoyable.”—The Economist “A virtual encyclopedia on the subject of sword fighting.”—San Francisco Chronicle “Literate, learned, and, beg pardon, razor-sharp . . . a pleasure for practitioners, and a rewarding entertainment for the armchair swashbuckler.”—Kirkus Reviews (starred review)",http://books.google.com/books/content?id=inND87EFFF4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"History of Britain, A - Volume I",Simon Schama,History,,4,"In this magnificent work, one of the most celebrated historians of our day brings the early history of Britain dramatically to life with a wealth of stories and vivid, colorful detail, reanimating familiar figures and events and drawing them skillfully into a powerful and compelling narrative. This first in Schama's two-part epic history is timed to coincide with the History Channel's broadcast of the first seven episodes of ""The History of Britain"" in October 2000.",http://books.google.com/books/content?id=Ql5nAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Modern Historians on British History, 1485-1945",G. R. Elton,History,,,"The twenty-five year period following the Second World War saw an enormous expansion of activity in the writing of the history of modern Britain, and with that expansion a major transformation of the state of knowledge in many parts of the area. First published in 1970, this Revivals reissue, which includes an extensive coverage of books and a reasonable selection of articles, endeavours both to survey the work done and to reduce it to some comprehensible order. It indicates achievements and probable lines of development, and collects the materials that have grown around the main controversies. Omitted are local history (in the main) and the history of empire and commonwealth, except where the latter really arises out of the affairs of the mother country. There are special sections on social history, the history of ideas, Scotland and Ireland.",http://books.google.com/books/content?id=ueHISGwtYfsC&printsec=frontcover&img=1&zoom=1&source=gbs_api
History as Art and as Science,Henry Stuart Hughes,History,,,,
The Mosquito,Timothy Charles Winegard,Death,,,"A pioneering and groundbreaking work of narrative nonfiction that offers a dramatic new perspective on the history of humankind, this text shows how through millennia, the mosquito has been the single most powerful force in determining humanity's fate.",http://books.google.com/books/content?id=XKAHwQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"War, Progress, and the End of History",Vladimir Sergeyevich Solovyov,"Body, Mind & Spirit",,,"In this prophetic, millennial work, written by Russia's greatest philosopher at the end of the last century, the great task facing humanity as progress races to end history is the resistance to evil. Solovyov addresses what seem to him the three main trends of our time: economic materialism, Tolstoyan abstract moralism, and Nietzschean hubris--the first is already present, the second imminent, while the last is the apocalyptic precursor of the Antichrist.",http://books.google.com/books/content?id=3n8WAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
When History Is Personal,Mimi Schwartz,Biography & Autobiography,18.12 EUR,,"When History Is Personal contains the stories of twenty-five moments in Mimi Schwartz’s life, each heightened by its connection to historical, political, and social issues. These essays look both inward and outward so that these individualized tales tell a larger story—of assimilation, the women’s movement, racism, anti-Semitism, end-of-life issues, ethics in writing, digital and corporate challenges, and courtroom justice. A shrewd and discerning storyteller, Schwartz captures history from her vantage as a child of German-Jewish immigrants, a wife of over fifty years, a breast cancer survivor, a working mother, a traveler, a tennis player, a daughter, and a widow. In adding her personal story to the larger narrative of history, culture, and politics, Schwartz invites readers to consider her personal take alongside “official” histories and offers readers fresh assessments of our collective past.",http://books.google.com/books/content?id=T6RJDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Cambridge Economic History of the Greco-Roman World,"Walter Scheidel, Ian Morris, Richard P. Saller",History,,,"In this, the first comprehensive one-volume survey of the economies of classical antiquity, twenty-eight chapters summarise the current state of scholarship in their specialised fields and sketch new directions for research. The approach taken is both thematic, with chapters on the underlying determinants of economic performance, and chronological, with coverage of the whole of the Greek and Roman worlds extending from the Aegean Bronze Age to Late Antiquity. The contributors move beyond the substantivist-formalist debates that dominated twentieth-century scholarship and display a new interest in economic growth in antiquity. New methods for measuring economic development are explored, often combining textual and archaeological data that have previously been treated separately. Fully accessible to non-specialist, the volume represents a major advance in our understanding of the economic expansion that made the civilisation of the classical Mediterranean world possible.",http://books.google.com/books/content?id=ENacMQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Illustrated Encyclopedia of Ancient Greece,Nigel Rodgers,Greece,,,"The legacy of the ancient Greeks has shaped our world. Their military prowess, political sophistication, and cultural innovations continue to influence modern society. This reference guide evokes the magnificent heritage of classical Greece.",http://books.google.com/books/content?id=lu71XwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Numen. International Review for the History of Religions,INTERNATIONAL ASSOCIATION FOR THE HISTORY OF RELIGIONS.,,,,,
History of the Conquest of Peru,William Hickling Prescott,,,,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",http://books.google.com/books/content?id=5baCjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
My Revision Notes: OCR AS/A-level History: Democracy and Dictatorships in Germany 1919-63,Nicholas Fellows,Study Aids,,,"Exam Board: OCR Level: AS/A-level Subject: History First Teaching: September 2015 First Exam: Summer 2016 Target success in OCR AS/A-level History with this proven formula for effective, structured revision; key content coverage is combined with exam preparation activities and exam-style questions to create a revision guide that students can rely on to review, strengthen and test their knowledge. - Enables students to plan and manage a successful revision programme using the topic-by-topic planner - Consolidates knowledge with clear and focused content coverage, organised into easy-to-revise chunks - Encourages active revision by closely combining historical content with related activities - Helps students build, practise and enhance their exam skills as they progress through activities set at three different levels - Improves exam technique through exam-style questions with sample answers and commentary from expert authors and teachers - Boosts historical knowledge with a useful glossary and timeline",http://books.google.com/books/content?id=nM4iDAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
