Title,Authors,Genre,Price,Rating,Description,Image
The Horse in History,Basil Tozer,History,,,"In the illuminating treatise 'The Horse in History,' Basil Tozer embarks on a journey beyond mere equestrianism to reveal the pivotal roles horses have played throughout civilization. Tozer, with masterful prose, interweaves historical scholarship and cultural analysis, tracing the symbiotic relationship between humans and these majestic creatures. Presented with DigiCat Publishing's commitment to preserving literary heritage, this work is meticulously re-issued, paying homage to Tozer's original insights while granting contemporary accessibility. The narrative not only delves into the horse's contributions to warfare, agriculture, transport, and sport but also captures the symbolic essence of horses in varied cultural tapestries. Tozer's erudite yet engaging style ensures that this book finds its place amidst the venerable chronicles of human history and animal studies, marking it an indispensable asset for literature and equine enthusiasts alike. Basil Tozer, a purveyor of historical narratives, channels a profound respect for equine legacy within his work 'The Horse in History.' His knowledge, undeniably drawn from the breadth of his academic pursuits and a palpable passion for the subject, allows him to craft a narrative full of vigor and nuance. Tozer's dedication to examining the horse's contributions to societal development offers a thought-provoking reflection on how this noble beast has shaped, and been shaped by, human endeavors. His exploration is a testament to a lifetime of fervent study and an unyielding appreciation for one of humanity's longest-standing animal companions. 'The Horse in History' is recommended with enthusiasm to readers who seek to unearth the profound impact of the horse upon the tapestry of human progress. Through Tozer's discerning lens, one can expect both academic fulfillment and a newfound appreciation for the horse's enduring influence. This edition, carefully curated by DigiCat Publishing, guarantees that the historical and cultural connoisseur will encounter a seamless fusion of past wisdom and modern-day literary preservation. Whether you are a student of history, a lover of animals, or a connoisseur of fine literature, Tozer's book will undoubtedly gallop off the pages and into your imagination, making it a treasured addition to any discerning library.",http://books.google.com/books/content?id=F1aLEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Gates of Europe,Serhii Plokhy,History,,,"Ukraine is currently embroiled in a tense battle with Russia to preserve its economic and political independence. But today's conflict is only the latest in a long history of battles over Ukraine's existence as a sovereign nation. As award-winning historian Serhii Plokhy argues in The Gates of Europe, we must examine Ukraine's past in order to understand its fraught present and likely future. Situated between Europe, Russia, and the Asian East, Ukraine was shaped by the empires that have used it as a strategic gateway between East and West—from the Romans and Ottomans to the Third Reich and the Soviet Union, all have engaged in global fights for supremacy on Ukrainian soil. Each invading army left a lasting mark on the landscape and on the population, making modern Ukraine an amalgam of competing cultures. Authoritative and vividly written, The Gates of Europe will be the definitive history of Ukraine for years to come.",http://books.google.com/books/content?id=bm0uCgAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
History and Memory,Jacques Le Goff,History,,,"""In this brilliant meditation on the varying conceptions of history, Jacques Le Goff, one of the leading members of the French ""Annales"" school, examines the oppositions between past and present, ancient and modern as well as the various continuities in the evolutions of the historical spirit."" ""Clearly written, broad-ranging, and richly allusive, History and Memory is a provocative book that will inspire a better understanding of historical work and provide an overview of the ""new history"" that has revolutionized historical studies over the post half century. Le Goff has written a new preface for the English language edition, which examines recent trends in historiography.""--Jacket.",http://books.google.com/books/content?id=1K1-Wwz_TvgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The End of Labour History?,Marcel van der Linden,History,,,The essays in this 1994 book aim to integrate labour history within the broader discipline of social history and to demonstrate the continuing vitality and validity of the sub-discipline. Each essay is in itself a response to criticisms of the ways in which labour historians have approached their subjects.,http://books.google.com/books/content?id=brbpDlPE-K0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The History of England,Tobias Smollett,Great Britain,,,,http://books.google.com/books/content?id=bwNjAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"History of Egypt, Chaldea, Syria, Babylonia, and Assyria -","H. R. Hall, L. W. King",Fiction,0.99 EUR,,"The present volume contains an account of the most important additions which have been made to our knowledge of the ancient history of Egypt and Western Asia during the few years which have elapsed since the publication of Prof. Maspero's Histoire Ancienne des Peuples de l'Orient Classique, and includes short descriptions of the excavations from which these results have been obtained. It is in no sense a connected and continuous history of these countries, for that has already been written by Prof. Maspero, but is rather intended as an appendix or addendum to his work, briefly recapitulating and describing the discoveries made since its appearance. On this account we have followed a geographical rather than a chronological system of arrangement, but at the same time the attempt has been made to suggest to the mind of the reader the historical sequence of events.",http://books.google.com/books/content?id=qQuvEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The History of Hindostan,Firišta,,,,,http://books.google.com/books/content?id=-2OWDLsrbscC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
History of Economic Analysis,Joseph A. Schumpeter,Business & Economics,,,A complete survey of man's intellectual advances in the light of economic phenomena.,http://books.google.com/books/content?id=ld-5AAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Dawn Of Universal History,Raymond Aron,Philosophy,12.99 EUR,,"In this collection of essays written over a period of almost forty years, Raymond Aron explores the rise of nationalism in Europe through the two world wars and the subsequent disintegration of her empires. With a richness of detail and sweeping breadth of historical examples, he chronicles and analyzes the history of the opposite ideological extremes of Fascism and Marxism and their descent into totalitarianism via secular religiosity. Aron also examines French imperialism through the examples of Algeria and Indochina, as well as America's role as an ""imperial republic"" during and after World War II. Aron was never orthodox in his ideology; neither his republican political penchants nor his dialectical intellectual orientation ever gained the upper hand over his devotion to empirical reality. The result here is an intellectual history that seems less concerned about where it falls on the political spectrum than about getting it right.",http://books.google.com/books/content?id=3Ac5DgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A History of the California Live-bait Fishing Industry,William D. Maxwell,Bait fishing,,,,http://books.google.com/books/content?id=xzFbKKqw_PoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
History,,Electronic journals,,,"Chronological coverage with articles on social, political, cultural, economic and ecclesiastical history. Book Review Section provides up-to-date critical analyses of up to 600 titles in each volume.",http://books.google.com/books/content?id=EUGLREpi3O8C&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Third Reich in History and Memory,Richard J. Evans,History,,,"In the seventy years since the demise of the Third Reich, there has been a significant transformation in the ways in which the modern world understands Nazism. In this brilliant and eye-opening collection, Richard J. Evans, the acclaimed author of the Third Reich trilogy, offers a critical commentary on that transformation, exploring how major changes in perspective have informed research and writing on the Third Reich in recent years. Drawing on his most notable writings from the last two decades, Evans reveals the shifting perspectives on Nazism's rise to political power, its economic intricacies, and its subterranean extension into postwar Germany. Evans considers how the Third Reich is increasingly viewed in a broader international context, as part of the age of imperialism; discusses the growing emphasis on the larger economic and cultural circumstances of the era; and emphasizes the development of research into Nazi society, particularly in the understanding of Nazi Germany as a political system based on popular approval and consent. Exploring the complex relationship between memory and history, Evans also points out the places where the growing need to confront the misdeeds of Nazism and expose the complicity of those who participated has led to crude and sweeping condemnation, when instead historians should be making careful distinctions. Written with Evans' sharp-eyed insight and characteristically compelling style, these essays offer a summation of the collective cultural memory of Nazism in the present, and suggest the degree to which memory must be subjected to the close scrutiny of history.",http://books.google.com/books/content?id=g63qBgAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A Short History of Asia,Colin Mason,History,33.92 EUR,,"The nations of Asia now make up more than half of the world's population. With increasingly affluent, educated middle classes and vigorous, innovative industries, they are more populous and powerful than ever before, and their influence on the rest of the world is only growing. Colin Mason provides a clear, readable introduction to their histories and traditions, from the Stone Age right up to the present day. This thoroughly revised, updated and expanded third edition contains new chapters on Mongolia, Nepal and Bhutan, separate expanded chapters on the South Asian nations, and revised chapters on all the modern states. A new introduction explores the nature and implications of the new politics of 'guided democracy', and the current clash between industrialisation and the consequences of climate change. Enriched with maps and a guide to further reading, this book is the essential guide to the history of a fascinating continent and its peoples.",http://books.google.com/books/content?id=VCRHEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The New History,Alun Munslow,,,,"The notion of 'history' has always been one strenuously debated by both academics and the wider population. This deeply provocative re-thinking of our engagement with the past by one of the world's leading post-modern historians takes that debate one step further. Alun Munslow re-assesses history in the light of post-modernism and other intellectual challenges which have questioned the primacy of the modernist epistemology of empiricism. In an original and stimulating vision of history that will intrigue all those seriously interested in the subject, Munslow argues that history is not only about the sources, but a literary construction. Munslow concludes that history, as a cultural narrative about the past can never tell us what the past really means. This far reaching conclusion is based on the radical idea that the content of history is defined as much by the nature of the language used to represent and interpret that content as it is by research into the sources. This suggests that history does not produce the most likely meaning of the past but rather can only generate alternative meanings. The lead volume in a major new series on historical thinking and practice, this is an accessible yet absorbing study that breaks new ground in discussing the stage history is at now, and perhaps most engagingly, the direction it will take in the future.",http://books.google.com/books/content?id=uPzKswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The New York Times Current History,,History,,,,http://books.google.com/books/content?id=Y5H0mgRp_JMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Invisible Man,H. G Wells,,,,"Cursed by his own invention, a brilliant scientist is driven to a life of crime in this groundbreaking novel from a master of mystery and science fictionThe Invisible Man is a science fiction novella by H. G. Wells published in 1897. Originally serialized in Pearson's Weekly in 1897, it was published as a novel the same year. The Invisible Man of the title is Griffin, a scientist who has devoted himself to research into optics and invents a way to change a body's refractive index to that of air so that it absorbs and reflects no light and thus becomes invisible. He successfully carries out this procedure on himself, but fails in his attempt to reverse the procedure.Amazon.com ReviewWe rely, in this world, on the visual aspects of humanity as a means of learning who we are. This, Ralph Ellison argues convincingly, is a dangerous habit. A classic from the moment it first appeared in 1952, Invisible Man chronicles the travels of its narrator, a young, nameless black man, as he moves through the hellish levels of American intolerance and cultural blindness. Searching for a context in which to know himself, he exists in a very peculiar state. ""I am an invisible man,"" he says in his prologue. ""When they approach me they see only my surroundings, themselves, or figments of their imagination--indeed, everything and anything except me."" But this is hard-won self-knowledge, earned over the course of many years.As the book gets started, the narrator is expelled from his Southern Negro college for inadvertently showing a white trustee the reality of black life in the south, including an incestuous farmer and a rural whorehouse. The college director chastises him: ""Why, the dumbest black bastard in the cotton patch knows that the only way to please a white man is to tell him a lie! What kind of an education are you getting around here?"" Mystified, the narrator moves north to New York City, where the truth, at least as he perceives it, is dealt another blow when he learns that his former headmaster's recommendation letters are, in fact, letters of condemnation.What ensues is a search for what truth actually is, which proves to be supremely elusive. The narrator becomes a spokesman for a mixed-race band of social activists called ""The Brotherhood"" and believes he is fighting for equality. Once again, he realizes he's been duped into believing what he thought was the truth, when in fact it is only another variation. Of the Brothers, he eventually discerns:",http://books.google.com/books/content?id=cTcTzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Brothers Karamazov,Fyodor Dostoevsky,Fiction,,,,
Dust of the Desert (Classic Reprint),Robert Welles Ritchie,,,,"Excerpt from Dust of the Desert Roads of men thread the worlds. They thunder with a life flood. They are vibrant with a pulse of affairs. By land and water and air they link to-day to to-morrow. But El Camino de los Muertos (the Road of the Dead Men) is a dim highway leading nowhere but back and back to forgotten yesterdays. Its faint sign-posts once were, vivid in lettering of tears and blood. Its stages were measured by the sum of all human hardihood. Faith, valour, reckless adventuring, thirst for gold, love o' women - these the links in the measuring chain that marked its course through a dead land. And black crosses formed of lava stones laid down in the sand; these abide over all the length of the Road of the Dead Men from Caborca to Yuma to cry to the white-hot sky of slain hopes and faith betrayed in those buried years gone. About the Publisher Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at www.forgottenbooks.com This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works.",http://books.google.com/books/content?id=yJMPswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Collector of Lost Things,Jeremy Page,Arctic regions,,,"The worlds of ocean and ice were meeting in a frontier of rage, as if the Earth had torn in two along this line. This was a place, if there ever was a place, where you could disappear. The year is 1845 and young researcher Eliot Saxby is paid to go on an expedition to the Arctic in the hope of finding remains of the by now extinct Great Auk. He joins a regular hunting ship, but the crew and the passengers are not what they seem. Caught in the web of relationships on board, Eliot struggles to understand the motivations of the sociopathic, embroidery-loving Captain Sykes, the silent First Mate French, the flamboyant laudanum-addicted Bletchley and, most importantly of all, Bletchley's beautiful but strange 'cousin' Clara. As the ship moves further and further into the wilds of the Arctic sea, Eliot clings to what he believes in, desperate to save Clara but drawn irrevocably back into the past that haunts him.",http://books.google.com/books/content?id=aA-OMQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
In the Hands of the Unknown,A. E. Hellstorm,,,,"The dead girl in the morgue wasn't more than ten years old. As a Field Researcher within the FBI, agent Miriam Goldblum has seen many tragic deaths, but this girl... she was special. She had been eaten alive from the inside. For six years, Miriam has worked with cases like this; cases that step over that precious line of normal and throws her deep into a dark and shadowy world of supernatural crimes. She has forgotten how to sleep without nightmares, and she never lets out the light, terrified that the darkness will find her even at her own home. Together with her mentor and fiance Henry, and her grumpy co-worker Carl, Miriam tries to find the people responsible for the girl's death, but soon she and her team realize that they might be the next victims themselves. Will they be able to solve this case without horrible losses for themselves, or is this the dreaded 'last-case-scenario' that they willingly are walking into?",http://books.google.com/books/content?id=SOTuswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Master of Ballantrae Illustrated,Robert Louis Stevenson,,,,"The Master of Ballantrae is a book by the Scottish author Robert Louis Stevenson, focusing upon the conflict between two brothers, Scottish noblemen whose family is torn apart by the Jacobite rising of 1745. He worked on the book in Tautira after his health was restored.",http://books.google.com/books/content?id=v7KXzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Lighter Side of Irish Life (Classic Reprint),George A. Birmingham,Biography & Autobiography,,,"Excerpt from The Lighter Side of Irish Life Thus a mythical Irishman has come into be ing, a sentimentalist at heart, a creature of ir responsible gaiety, of singular and irresistible charm of manner, of spontaneous brilliance, a light lover of every pretty woman, or in cases where he happens himself to be a woman, a careless winner of the hearts of men. It is small wonder that the Irish are popular with writers of fiction. We supply for the novelist a long felt want, and are fitted to play In his stories just those parts which throw into the strongest relief the stable worthiness of the ideal, and, I fear, equally mythical, Englishman. The reader of contemporary fiction can hardly fail to be struck with the fact that a dash Of Irish blood in her veins is now considered necessary as an explanation of the charm of a heroine, that true gallantry in a hero can only be rendered credible by providing him with at least a great grandmother who belonged to an old Irish fam ily. This myth about the Irish character is of comparatively recent growth. The older novel ists knew nothing of it. They either despised us too much to put us into their books at all, or. About the Publisher Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at www.forgottenbooks.com This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works.",http://books.google.com/books/content?id=6LHAswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Rainbow Magic: Bea the Buddha Day Fairy,Daisy Meadows,Children's stories,,,"Join Rachel, Kirsty and the Festival Fairies as they help to make special celebrations everywhere run smoothly with the help of fairy magic. Bea the Buddha Day Fairy looks after the Buddhist festival, but when naughty Jack Frost steals her precious candle, celebrations of Buddha's birthday run into difficulties. Can the girls help Bea save the day? Don't miss the rest of the Festival Fairies series: Deena the Diwali Fairy, Hana the Hanukkah Fairy and Elisha the Eid Fairy. 'These stories are magic; they turn children into readers!' ReadingZone.com If you like Rainbow Magic, check out Daisy Meadows' other series: Magic Animal Friends and Unicorn Magic!",http://books.google.com/books/content?id=4O1SzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Lost Valley of Iskander,Robert E. Howard,Fiction,6.41 EUR,,"This early work by Robert E. Howard was originally published in the 20th century and we are now republishing it with a brand new introductory biography. 'The Lost Valley of Iskander' is a story in the El Borak series where El Borak discovers the Greek descendants of Alexander the Great. Robert Ervin Howard was born in Peaster, Texas in 1906. During his youth, his family moved between a variety of Texan boomtowns, and Howard - a bookish and somewhat introverted child - was steeped in the violent myths and legends of the Old South. At fifteen Howard began to read the pulp magazines of the day, and to write more seriously. The December 1922 issue of his high school newspaper featured two of his stories, 'Golden Hope Christmas' and 'West is West'. In 1924 he sold his first piece - a short caveman tale titled 'Spear and Fang' - for $16 to the not-yet-famous Weird Tales magazine. Howard's most famous character, Conan the Cimmerian, was a barbarian-turned-King during the Hyborian Age, a mythical period of some 12,000 years ago. Conan featured in seventeen Weird Tales stories between 1933 and 1936 which is why Howard is now regarded as having spawned the 'sword and sorcery' genre. The Conan stories have since been adapted many times, most famously in the series of films starring Arnold Schwarzenegger.",http://books.google.com/books/content?id=0pR-CgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Divorce Revolution,Lenore J. Weitzman,Family & Relationships,,1,"Based upon interviews with judges, lawyers, and divorced persons in California, and data collected from that state#x19;s court dockets, this volume presents the first systematic examination of the social and economic effects of divorce law reform. Sociologist Weitzman concludes that while the abolition of grounds, fault, and consent has eliminated much of the acrimony previously associated with divorce proceedings, this, together with the institution of gender-neutral standards for property awards and child support, has resulted in increased economic hardship and social dislocation for divorced women and dependent children. Weitzman does not intend to extrapolate her data, conclusions, and recommendations to the whole country; however, it is reasonable to believe that they have national implications. Merlin Whitemen, Dann Pecar Newman Talesnick & Kleiman, Indianapolis Copyright 1985 Reed Business Information, Inc.#x13;amazon.com.",http://books.google.com/books/content?id=gG9HAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The King's Own and the Pirate,Frederick Marryat,,,,"The King's Own and the Pirate is an unchanged, high-quality reprint of the original edition of 1896. Hansebooks is editor of the literature on different topic areas such as research and science, travel and expeditions, cooking and nutrition, medicine, and other genres. As a publisher we focus on the preservation of historical literature. Many works of historical writers and scientists are available today as antiques only. Hansebooks newly publishes these books and contributes to the preservation of literature which has become rare and historical knowledge for the future.",http://books.google.com/books/content?id=6UZdtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Africa,John Reader,History,,,"In 1978, paleontologists in East Africa discovered the earliest evidence of our divergence from the apes: three pre-human footprints, striding away from a volcano, were preserved in the petrified surface of a mudpan over three million years ago. Out of Africa, the world's most ancient and stable landmass, Homo sapiens dispersed across the globe. And yet the continent that gave birth to human history has long been woefully misunderstood and mistreated by the rest of the world. In a book as splendid in its wealth of information as it is breathtaking in scope, British writer and photojournalist John Reader brings to light Africa's geology and evolution, the majestic array of its landforms and environments, the rich diversity of its peoples and their ways of life, the devastating legacies of slavery and colonialism as well as recent political troubles and triumphs. Written in simple, elegant prose and illustrated with Reader's own photographs, Africa: A Biography of the Continent is an unforgettable book that will delight the general reader and expert alike.",http://books.google.com/books/content?id=XK2OEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
San Diego Meeting of the Pacific Division of the American Association for the Advancement of Science and Participating Societies,American Association for the Advancement of Science. Pacific Division. Meeting,Natural history,,,,http://books.google.com/books/content?id=Xq4rAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Cambridge Introduction to Scenography,"Joslin McKinney, Philip Butterworth",Drama,,,"Scenography - the manipulation and orchestration of the performance environment - is an increasingly popular and key area in performance studies. This book introduces the reader to the purpose, identity and scope of scenography and its theories and concepts. Settings and structures, light, projected images, sound, costumes and props are considered in relation to performing bodies, text, space and the role of the audience. Concentrating on scenographic developments in the twentieth century, the Introduction examines how these continue to evolve in the twenty-first century. Scenographic principles are clearly explained through practical examples and their theoretical context. Although acknowledging the many different ways in which design shapes the creation of scenography, the book is not exclusively concerned with the role of the theatre designer. In order to map out the wider territory and potential of scenography, the theories of pioneering scenographers are discussed alongside the work of directors, writers and visual artists.",http://books.google.com/books/content?id=vliatAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Secret Agent,Joseph Conrad,,,,"Mr Verloc, the secret agent, keeps a shop in London's Soho where he lives with his wife Winnie, her infirm mother, and her idiot brother, Stevie. When Verloc is reluctantly involved in an anarchist plot to blow up the Greenwich Observatory things go disastrously wrong, and what appears to be 'a simple tale' proves to involve politicians, policemen, foreign diplomats and London's fashionable society in the darkest and most surprising interrelations.Joseph Conrad (born Teodor Jozef Konrad Korzeniowski, 3 December 1857 - 3 August 1924) was a Polish-born novelist. Some of his works have been labelled romantic: Conrad's supposed ""romanticism"" is heavily imbued with irony and a fine sense of man's capacity for self-deception.""",http://books.google.com/books/content?id=rOwHvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Report of the Auditor General, Secretary of the Commonwealth and the State Treasurer on the Tax Laws of the State, Made in Compliance with Joint Resolutions of the Legislature, Approved April 12, 1867",Pennsylvania. Office of the Auditor General,Taxation,,,,http://books.google.com/books/content?id=ioIfAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A Report to the Joint State Government Commission (of the General Assembly) by Its Committee on Continuation of the Tax Study,Pennsylvania. General Assembly. Joint State Government Commission. Committee on Continuation of the Tax Study,"Finance, Public",,,,http://books.google.com/books/content?id=tVxMAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Civilisation of the Period of the Renaissance in Italy,"Jacob Burckhardt, Samuel George Chetwynd Middlemore",History,,,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work is in the ""public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",http://books.google.com/books/content?id=7NWLzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Report from the Select Committee on the Growth of Cotton in India; Together with the Minutes of Evidence, Appendix, and Index",Great Britain. Parliament. House of Commons. Select Committee on the Growth of Cotton in India,Cotton growing,,,,
Standing at the Edge,Joan Halifax,Philosophy,,,"""[This book is] an ... examination of how we can respond to suffering, live our fullest lives, and remain open to the full spectrum of our human experience""--Amazon.com.",http://books.google.com/books/content?id=jLVTDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Lantern of the Path,Imam Ja`far Al-Sadiq,Religion,,,"IMAM JA`FAR AL-SADIQ The sixth Imam in the line of the Twelve Imams descended from the Prophet Muhammad, Imam Ja`far ibn Muhammad al-Sadiq (702-765 C.E. or 17th Rabi` al-Awwal 83 AH - 15th Shawwal 148 AH) was the founder of the Ja`fari School of Islamic Law and a renowned scholar of his age. His father was the Imam Muhammad al-Baqir and his mother, Farwa, was a great-granddaughter of Abu Bakr. He lived in Arabia in the eighth century. He devoted his attention to interpreting divine utterances and applied himself to such controversial subjects as iraadah (free will) and qadr (the power to direct one's own actions). He is regarded as one of the greatest of the imams and is also revered by the Naqshbandi Sunni Sufi chain. THE LANTERN OF THE PATH The Lantern of The Path comprises ninety-nine chapters. Each one is a threshold to the next, guiding the reader through the broad spectrum of ageless wisdom, like a lantern along the path of reality. The author illuminates the inner meanings of outer practices which range from practical everyday acts of behavior, to the practices of worship, morals and ethics, and the pillars of religion. Practical and profound, this concise volume is a useful guide for those who wish to cultivate their inner being. accompanying commentary, students and adepts alike can now gain a profounder understanding of these timeless teachings from the wellspring of the heart of Islam.",http://books.google.com/books/content?id=jV-4wgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
JOURNALS OF EXCURSIONS IN THE,William 1787-1854 Brockedon,History,,,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",http://books.google.com/books/content?id=m8g_vgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Battle of Life Annotated,Charles Dickens,,,,"The Battle of Life: A Love Story is a novel by Charles Dickens, first published in 1846. It is the fourth of his five Christmas Books, coming after The Cricket on the Hearth and followed by The Haunted Man.It is noteworthy in that it is the only one out of the five books that does not have any use of supernatural elements. It bears the greatest resemblance to The Cricket on the Hearth in two aspects: that it is not a social novel and that it is resolved with a romantic twist. As is typical with Dickens, the ending is a happy one, and some might argue an overly happy one.",http://books.google.com/books/content?id=xHMozgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Iconography of Independence,"Robert Holland, Susan Williams, Terry Barringer",History,,,"This book explores the phenomenon of Independence Days. These rituals had complex meanings both in the territories concerned and in Britain as the imperial metropole, where they were extensively reported in the press. The text is concerned with the political management, associated rhetoric and iconography of these seminal celebrations. The focus is therefore very much on political culture in a broad sense, and changing perceptions and presentations over time. Highlights of the book include an overview by David Cannadine relating the topic to ornamentalism, invented tradition and transitions in British culture. Although the book is mainly concerned with the British Empire, Martin Shipway âe"" a leading historian and cultural analyst of French decolonization âe"" contributes an acute summary of how the same âe~momentâe(tm) was handled differently in the other great European empires. There are detailed and lively studies by noted specialists of the immediate coming of Independence to India/Pakistan, Malaya, Ghana, Zimbabwe, and Guyana. The book includes a thematic focus on the important role of representatives of the British monarchy in legitimating transfers of sovereignty at their point of climax. This book was published as a special issue of The Round Table.",http://books.google.com/books/content?id=O4SmlgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Civil Wars 1640-9,Angela Anderson,Great Britain,,,"This title opens with an interpretation of the war and its causes, then moves on to consider the progression from crisis to conflict, as events moved from war in 1642 to the execution of Charles I in 1649. It analyzes the parliamentary victory and asks whether there was a British Revolution.",http://books.google.com/books/content?id=uSusQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The French in the Heart of America (Classic Reprint),John Finley,History,,,"Excerpt from The French in the Heart of America These are the regions we are to explore, and these are the men with whom we are to begin the journey. About the Publisher Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at www.forgottenbooks.com This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works.",http://books.google.com/books/content?id=wS7qtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The God of Small Things,Arundhati Roy,,,,"Revised traditional Chinese edition of The God of Small Things, winner of the 1997 Booker Prize. In Traditional Chinese. Distributed by Tsai Fong Books, Inc.",
The Haunted Man and the Ghost's Bargain Illustrated,Charles Dickens,,,,"The Haunted Man and the Ghost's Bargain, A Fancy for Christmas-Time (better known as The Haunted Man and the Ghost's Bargain or simply as The Haunted Man) is a novella by Charles Dickens first published in 1848. It is the fifth and last of Dickens's Christmas novellas. The story is more about the spirit of the holidays than about the holidays themselves, harking back to the first in the series, A Christmas Carol. The tale centres on a Professor Redlaw and those close to him.The Haunted Man and the Ghost's Bargain, A Fancy for Christmas-Time is a novella by Charles Dickens first published in 1848. It is the fifth and last of Dickens's Christmas novellas.",http://books.google.com/books/content?id=enMizgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
