Title,Authors,Genre,Price,Rating,Description,Image
The Bookman,,,,,,http://books.google.com/books/content?id=ajs5UQ95WkMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Journal of the Department of Victoria,Victoria. Department of Agriculture,Agriculture,,,,http://books.google.com/books/content?id=oAw0Fo3fS90C&printsec=frontcover&img=1&zoom=1&source=gbs_api
The World Book Encyclopedia,,Encyclopedias and dictionaries,,,,http://books.google.com/books/content?id=5DCIRj18_ooC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Memoirs of the Archaeological Survey of India,,Excavations (Archaeology),,,,http://books.google.com/books/content?id=qvL92kU80CkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Year Books of Edward II.,,Great Britain,,,,http://books.google.com/books/content?id=mYZoPIxQsZsC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Graduate Bulletin,University of Georgia. Graduate School,,,,"The Graduate School ... offers over 240 graduate degrees including the Master of Arts, Master of Sciences, and Doctor of Philosophy.",http://books.google.com/books/content?id=6TsX6LajNdgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Encyclopædia Britannica: Edwa to Extract,Walter Yust,Encyclopedias and dictionaries,,,,http://books.google.com/books/content?id=2L42BiqXa20C&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Michigan Journal,,Dearborn (Mich.),,,,http://books.google.com/books/content?id=ZAx5M0Zf05wC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Stone Cutters' Journal,,Stone-cutters,,,,http://books.google.com/books/content?id=EOlbuaTdNGEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Garden Magazine and Home Builder,,Gardening,,,,http://books.google.com/books/content?id=KfCxzig6fbIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Canadian Journal of Chemistry,,Chemistry,,,,http://books.google.com/books/content?id=Yub8XpfKJeMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Journal of the American Medical Association,American Medical Association,Electronic journals,,,,http://books.google.com/books/content?id=v1yagUgcK44C&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Publishers' Circular and General Record of British and Foreign Literature, and Booksellers' Record",,,,,,http://books.google.com/books/content?id=tUAKDhps0r4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Census of India, 1971: A. General population tables. A. suppl. Standard urban areas. B. (i)-(iii) General economic tables. C:(i)-(ii) Social and cultural tables. D. Migration tables",India. Office of the Registrar,Bihar (India),,,,http://books.google.com/books/content?id=dFU9lLZydcMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
American Monthly Review of Reviews,Albert Shaw,"Periodicals, English",,,,http://books.google.com/books/content?id=uUZ_4S-BAGgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
National Education,,Education,,,,http://books.google.com/books/content?id=jBTQI6zq9IwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Supervisors Service Bulletin,,,,,,http://books.google.com/books/content?id=Td_jEbN3G9oC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Returns of Agricultural Statistics of British India and the Native State of Mysore,,Agriculture,,,,http://books.google.com/books/content?id=xDqL1WecOOUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
City Document ...,Worcester (Mass.),Worcester (Mass.),,,,http://books.google.com/books/content?id=cW3HYKYOdisC&printsec=frontcover&img=1&zoom=1&source=gbs_api
New Serial Titles,,Periodicals,,,"A union list of serials commencing publication after Dec. 31, 1949.",http://books.google.com/books/content?id=1MruqrWx5igC&printsec=frontcover&img=1&zoom=1&source=gbs_api
"The American Catalogue ... July 1, 1876-Dec.31, 1910",,American literature,,,,http://books.google.com/books/content?id=4P0oCkxSBmkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Parliamentary Debates (official Report).,Great Britain. Parliament. House of Commons,Great Britain,,,,http://books.google.com/books/content?id=c2c_Y95fwpEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Rays from the Rose Cross,,Rosicrucians,,,,http://books.google.com/books/content?id=e5T-suFSxS0C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Monthly Statistical Bulletin,,Pakistan,,,,http://books.google.com/books/content?id=KnM-yGTn414C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Report of the Chief Registrar of Friendly Societies for the Year ...,Registry of Friendly Societies (Great Britain),Fraternal organizations,,,,http://books.google.com/books/content?id=ZOYbffNUJm0C&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Mathematics Teacher,,Mathematics,,,,http://books.google.com/books/content?id=2kwH8pZKLLEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Odyssey,Homer,,,,,http://books.google.com/books/content?id=xcLrVGgfzzoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Encyclopedia Americana,,Encyclopedias and dictionaries,,,,http://books.google.com/books/content?id=rVlhZ--0IpEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Arena,,Architecture,,,,http://books.google.com/books/content?id=LjRLTHHDJioC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Education,,Education,,,,http://books.google.com/books/content?id=2lc0d9rXYe8C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Tams-Witmark Music Library,Tams-Witmark Musical Library,Music,,,,http://books.google.com/books/content?id=V7B94KBw_SEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Education Code,California Code Commission,Educational law and legislation,,,,http://books.google.com/books/content?id=ieZquAySWt8C&printsec=frontcover&img=1&zoom=1&source=gbs_api
China Yearbook,,China,,,,http://books.google.com/books/content?id=6UFXCmR0rHcC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Journal of Education,,Education,,,,http://books.google.com/books/content?id=C-2vBYKpe20C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Manual of Library Economy,American Library Association,Library science,,,,http://books.google.com/books/content?id=N4DtNd1Nh38C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Imperial Bible Dictionary,Patrick Fairbairn,,,,,http://books.google.com/books/content?id=37oza7GCEmgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Accountant,,Accounting,,,,http://books.google.com/books/content?id=aSz03yCAmc4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Texas Legislators News Digest,,Libraries,,,"""Directory and statistics"" (called -1954 ""Directory of Texas libraries"") issued as Apr. number, 1954-58 (Apr. 1954 as Special ed.)",http://books.google.com/books/content?id=8ILPTq89Tk0C&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Yale Courant,,,,,,http://books.google.com/books/content?id=Ft0m5EC05b8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Introduction to Research,"Walther G. Prausnitz, Armour H. Nelson",Report writing,,,,http://books.google.com/books/content?id=d0TGHlY8bmgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Outlook,,,,,,http://books.google.com/books/content?id=lFR30LdlfI4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Journal of the American Medical Association,American Medical Association,Electronic journals,,,,http://books.google.com/books/content?id=v1yagUgcK44C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Reports of the Minister of Education,Ontario. Department of Education,,,,,http://books.google.com/books/content?id=I0_-r7f5klwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Midland Monthly,,North America,,,,http://books.google.com/books/content?id=UXd206q1-2UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Journal of Housing Economics,,Housing,,,,http://books.google.com/books/content?id=bUKWYSiFpC0C&printsec=frontcover&img=1&zoom=1&source=gbs_api
History of Medieval Philosophy,Maurice Wulf,"Philosophy, Medieval",,,,http://books.google.com/books/content?id=37I_sGBiRw4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Dictionary Catalog of the Map Division,New York Public Library. Map Division,Dictionary catalogs,,,,http://books.google.com/books/content?id=J2qp1fvl6kgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Radio Dealer,,Radio,,,,http://books.google.com/books/content?id=ky8DLbXoZI8C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Chemical Abstracts,,Chemistry,,,,http://books.google.com/books/content?id=excyDl-2r7sC&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Commentary on books II-V: Corinth, Laconia, Messenia, Elis",Pausanias,Greece,,,,http://books.google.com/books/content?id=QZ4Ec9Ge7bUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
United States Official Postal Guide,,Postal service,,,,http://books.google.com/books/content?id=3DHcbGaARKMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Horati carminum,Horace,,,,,http://books.google.com/books/content?id=toUrsa6NTGYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Bucolica et Georgica,Virgil,,,,,http://books.google.com/books/content?id=0C-QUekWVJgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Bulletin,American Lung Association,Lungs,,5,,http://books.google.com/books/content?id=psTnWQ9RwvQC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Municipal Engineering,,Municipal engineering,,,,http://books.google.com/books/content?id=YbBqtM4I3XcC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Annual Report of the Board of Directors to the Stockholders...,Associated Press,Press,,,,http://books.google.com/books/content?id=Xp_EdUvc9CYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Canadian Journal of Fisheries and Aquatic Sciences,,Aquatic sciences,,,,http://books.google.com/books/content?id=3z-PMYslbw0C&printsec=frontcover&img=1&zoom=1&source=gbs_api
American Independent Baker,,Bakers and bakeries,,,,http://books.google.com/books/content?id=p_dh8TGjw0QC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Poor's,,Public utilities,,,,http://books.google.com/books/content?id=DBhjISKnTnEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Popular Government,,,,,,http://books.google.com/books/content?id=abJYqaWlxjoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Colorado Engineers' Magazine,,Engineering,,,,http://books.google.com/books/content?id=kikppu4vycAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Ontario. Canada. Department of Agriculture. Annual Report,,,,,,http://books.google.com/books/content?id=L8SCRdxHKKYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The W.B.A. Review,,Women,,,,http://books.google.com/books/content?id=HEp_U8eiMhoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Motor Age,,Automobile industry and trade,,,,http://books.google.com/books/content?id=SiWrucGERCUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Annual Report,Dedham (Mass.),,,,,http://books.google.com/books/content?id=ohcIOLYhbSQC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Annual Catalogue of the Officers and Students for the Year ... with Announcements for the Year ...,Montana School of Mines,,,,,http://books.google.com/books/content?id=BxUYMLRMW2MC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Golden Book Magazine,,"Children's periodicals, American",,,,http://books.google.com/books/content?id=dHRamNPh5KMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Archives of Medical Hydrology,,Health resorts,,,,http://books.google.com/books/content?id=6_1fG3VQPncC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Comprehensive Documentation of Driver (DRACR) and Passenger (PAC) Computer Models. User's Manual. Final Report,M. U. Fitzpatrick,,,,,http://books.google.com/books/content?id=9g4aKTBYLdIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Lady Maccabee,,,,,,http://books.google.com/books/content?id=uXeHjW-7YgUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
English Mechanic and World of Science,,Mechanics,,,,http://books.google.com/books/content?id=VYgqsn81c0sC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Congregationalist and Christian World,,Congregational churches,,,,http://books.google.com/books/content?id=HMG-PlpPYckC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Advocate of Peace,,Arbitration (International law),,,,http://books.google.com/books/content?id=PLxdbG-s7WAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Canadian Patent Office Record and Register of Copyrights and Trade Marks,,Copyright,,,,http://books.google.com/books/content?id=gTDtSci-RJsC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The National Engineer,,Steam engineering,,,Vols. 34- contain official N.A.P.E. directory.,http://books.google.com/books/content?id=Ki_Vf2BhvMwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Engineering-contracting,,Civil engineering,,,,http://books.google.com/books/content?id=OsrELJHDW40C&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Musical Times & Singing-class Circular,,Music,,,,http://books.google.com/books/content?id=SG7bvPyuZMEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Subject Catalog,Library of Congress,"Catalogs, Subject",,,,http://books.google.com/books/content?id=NClHTVCMdO0C&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Musical Times,,Music,,,,http://books.google.com/books/content?id=NWxKZQwF_50C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Encyclopaedia Britannica,,,,,,http://books.google.com/books/content?id=ZlRH6AKdThIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Plant Breeding Abstracts,,Plant breeding,,,,http://books.google.com/books/content?id=cifCFZKwKnMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Intraregional Trade Projections, Effective Protection and Income Distribution",United Nations. Economic Commission for Asia and the Far East,Commercial products,,,,http://books.google.com/books/content?id=p0DmL1ygIn8C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Transactions and Proceedings of the New Zealand Institute,"New Zealand Institute (Wellington, N.Z.)",,,,"The proceedings or notices of the member institutes of the society form part of the section ""Proceedings"" in each volume; lists of members are included in v. 1-41, 43-60, 64-",http://books.google.com/books/content?id=-wZgI1uMESQC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Federal Reserve Bulletin,,Banks and banking,,,,http://books.google.com/books/content?id=MjnQMc0EThMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The South American Journal and Brazil & River Plate Mail,Charles Dunlop,Latin America,,,,http://books.google.com/books/content?id=Ug0iw8KnvgAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Jersey Bulletin and Dairy World,,Dairying,,,,http://books.google.com/books/content?id=_cDIUth2etIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Host Bibliographic Record for Boundwith Item Barcode 30112053159395 and Others,,,,,,http://books.google.com/books/content?id=x6ZwaIZ8MikC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Programme of the Courses of Instruction,Massachusetts Institute of Technology,Technical institutes,,,,http://books.google.com/books/content?id=UvAx8sFhzK0C&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Public,,,,,,http://books.google.com/books/content?id=ajVImXQHz7QC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Herald of Gospel Liberty,Elias Smith,Theology,,,,http://books.google.com/books/content?id=hqsU4Y9D84gC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Das LEBEN IST ZU KURZ UM ein SCHLECHTES e-BIKE ZU FAHREN Notizbuch,E-Bike Notizbucher,,,,"Du bist auf der Suche nach einem Notizbuch oder Tagebuch? Dann ist heute dein Gl�ckstag. Dein vielleicht neues Journal enth�lt 120 dot grid Seiten und ein tolles Logo. Gen�gend Platz, um alle deine Notizen, wichtigen Ideen und andere wichtige Gedanken aufzuschreiben. Perfekt auch als Geschenk f�r M�nner, Frauen und Kinder. Mutter, Vater und Geschwister freuen sich auch zu Weihnachten oder Geburtstag �ber dieses sch�ne Notebook",http://books.google.com/books/content?id=fRFkzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Ausführliche Entwürfe und Kostenanschläge,"Alex Marx, E. Zastrau, U. Brüstlein",,,,,
Rubáiyát of Omar Khayyām,Omar Khayyam,,,,,http://books.google.com/books/content?id=kJoGgPjbx9UC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Civil Service Year Book,,Civil service,,,,http://books.google.com/books/content?id=K7epjHiZlOAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Orthographies of Nigerian Languages,,,,,,http://books.google.com/books/content?id=kP23yfsRHMQC&printsec=frontcover&img=1&zoom=1&source=gbs_api
"CISSP Bundle, Fourth Edition","Shon Harris, Fernando Maymi, Jonathan Ham",Computers,73.55 EUR,,"Prepare for the 2018 CISSP exam with this up-to-date, money-saving study packageDesigned as a complete self-study program, this collection offers a wide variety of proven, exam-focused resources to use in preparation for the current edition of the CISSP exam. The set bundles the eighth edition of Shon Harris’ bestselling CISSP All-in-One Exam Guide and CISSP Practice Exams, Fifth Edition—. You will gain access to a variety of comprehensive resources to get ready for the challenging exam. CISSP Bundle, Fourthe Edition fully covers all eight exam domains and offers real-world insights from the authors’ professional experiences. More than 2500 accurate practice exam questions are provided, along with in-depth explanations of both the correct and incorrect answers. The included Total Tester test engine provides full-length, timed simulated exams or customized quizzes that target selected chapters or exam objectives.•Presents 100% coverage of the 2018 CISSP Exam•Includes special discount to Shon Harris Brand CISSP video training from Human Element Security•Written by leading experts in IT security certification and training",http://books.google.com/books/content?id=4SaDDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Binary and Ternary Systems Formed by Calcium Fluoride, Lithium Fluoride and Beryllium Fluoride",John Lirigo Speirs,Electrolysis,,,,http://books.google.com/books/content?id=rWjovTsZZUYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Lancet,,Medicine,,,,http://books.google.com/books/content?id=AUPo1N-7otwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Unasylva,,Forest products,,,,http://books.google.com/books/content?id=m4t-OILloacC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Report of the Committee Appointed by the United Provinces Legislative Council to Co-operate with the Indian Statutory Commission,"United Provinces of Agra and Oudh (India). Provincial Reforms Committee, United Provinces of Agra and Oudh (India). Legislative Council",Constitutional history,,,,http://books.google.com/books/content?id=Kdg8YiEOxAsC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Sciences Pertaining to Civil Engineering,International library of technology,,,,,http://books.google.com/books/content?id=9h4ouWprrrwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Directory of Illinois Stone, Sand, and Gravel Producers, 1983","Irma Samson, James C. Cobb, John M. Masters, Jonathan H. Goodwin, R. J. Jacobson, Subhash Bhagwat",Aggregates (Building materials),,,,http://books.google.com/books/content?id=8rpTAgolBCsC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Law Reports of the Incorporated Council of Law Reporting,Great Britain. Parliament. House of Lords,"Law reports, digests, etc",,,,http://books.google.com/books/content?id=rSmLV1nm-c0C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Scottish Record Society,,"Registers of births, etc",,,,http://books.google.com/books/content?id=bulySOy3NwEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Palmer's index to the Times newspaper,,"Times (London, England)",,,,http://books.google.com/books/content?id=FhpX5t2-rDIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Directory of Florida Manufacturers,,Industries,,,,http://books.google.com/books/content?id=eJH4koN3L90C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Journal of the House of Delegates of the Commonwealth of Virginia,Virginia. General Assembly. House of Delegates,Virginia,,,,http://books.google.com/books/content?id=sDSRn2tocvMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Journal of Statistical Planning and Inference,North-Holland Publishing Company,,,,,http://books.google.com/books/content?id=kMBTak4mxAIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Proceedings of the Edinburgh Mathematical Society,Edinburgh Mathematical Society,Mathematics,,,,http://books.google.com/books/content?id=Z-US1F-sFgAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Bothalia,,Botany,,,,http://books.google.com/books/content?id=FwlTRCj0yPUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Alibaba Way: Unleashing Grass-Roots Entrepreneurship to Build the World's Most Innovative Internet Company,Ying Lowrey,Business & Economics,32.69 EUR,,"The amazing e-commerce success story that provides a powerful new growth model for small business start-ups and grassroots entrepreneurs One of the world’s fastest growing Internet companies, Alibaba and its founder Jack Ma have inspired a generation of young Chinese—not just as a road map to riches, but as a lesson in entrepreneurial individualism. This illuminating guide takes readers inside this global giant of e-commerce and shows entrepreneurs how to build their own businesses from a grassroots vision to a world-class operation. Using Alibaba’s incredible success as a case study, the book identifies the driving forces behind job growth, innovation, and sustainability in the Digital Age. It shows small business owners how to unleash their entrepreneurial spirit, realize their grassroots ambitions, and use technology-driven platforms to grow their companies across multiple markets. The Alibaba Way offers a proven way to survive and thrive. The first book-length case study of the Alibaba phenomenon Alibaba is receiving incredible positive coverage in the media—its IPO is likely to be the largest in the US and one of the largest in the world Dr. Lowry is an expert in Chinese economics with experience in American markets Dr. Ying Lowrey is an Economics Professor at the School of Social Sciences, Tsinghua University, and Deputy Director of Tsinghua Research Center for Chinese Entrepreneurs.",http://books.google.com/books/content?id=uJgzCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Characterizing Roadside Hardware Materials for LS-DYNA3D Simulations,Amy E. Wright,Automobiles,,,,http://books.google.com/books/content?id=m15W3YHg8uUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
New York State Contract Reporter,,Letting of contracts,,,,http://books.google.com/books/content?id=_iUIXm8vBbwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Civic Art,Thomas E. Luebke,Architecture,,,"""From an incomplete composition of brick buildings and informal gardens into an ordered landscape of white classical temples, the image of Washington, D.C., was transformed by visionary planning and implementation in response to the political and artistic movements of the early twentieth century. The U.S. Commission of Fine Arts was created by Congress in 1910 as an independent design review agency to guide the ongoing work of representing national ideals in the design of the capital city ... This comprehensive history explores the evolving role of the Commission of Fine Arts in the context of the artistic, social, and political circumstances that fostered the commission's creation and the subsequent trends that have informed its decisions.""--Description from dust jacket.",http://books.google.com/books/content?id=mlVzErGBGh4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
General Report - Survey of India,Survey of India,India,,,,http://books.google.com/books/content?id=62Z5b73tA8kC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Annual Traffic Count,California. Division of Highways,Traffic surveys,,,,http://books.google.com/books/content?id=a2WQTQN3qfwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
"The Literary Digest Atlas of the World, 1931",Funk & Wagnalls Company,Atlases,,,,http://books.google.com/books/content?id=5lTiZp2i12QC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Harpers Illustrated Biochemistry 30th Edition,"Victor W. Rodwell, David Bender, Kathleen M. Botham, Peter J. Kennelly, P. Anthony Weil",Medical,62.93 EUR,,"Gain a thorough understanding of the principles ofbiochemistry as they relate to the study of clinical medicine A Doody's Core Title for 2017! THE BEST REVIEW FOR THE USMLE! The Thirtieth Edition of Harper’s Illustrated Biochemistry combines outstanding full-colorillustrations with authoritative integrated coverage of biochemical disease and clinical information. Using brevity and numerous medically relevant examples, Harper's presents a clear, succinct review of the fundamentals of biochemistry that every student must understand in order to succeed in medical school. All fifty-eight chapters emphasize the medical relevance of biochemistry Full-color presentation includes more than 600 illustrations Each chapter includes a section on BiomedicalImportance and a summary of the topics covered Review questions follow each of the eleven sections Case studies in every chapter emphasize the clinical relevance to biochemistry NEW coverage of toxic naturally-occurring amino acids; extraterrestrial biomolecules; computer-aided drug design; the role of complement cascade in bacterial and viral infection; secreted mediators of cell-cell signaling between leukocytes; the role of mast cells, basophils, andeosinophils; and the hazard of antioxidants that down-regulate radical signaling for apoptosis and increase risk of cancer Applauded by medical students for its current and engaging style, Harper's Illustrated Biochemistry is an essential for USMLE review and the single best reference for learning the clinical relevance of any biochemistry topic.",http://books.google.com/books/content?id=EhWkBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Rapport de la ... Session de la Commission Des Droits de L'homme,United Nations. Commission on Human Rights,Human rights,,,,http://books.google.com/books/content?id=VfBehdheLFgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Carmelus,,,,,,http://books.google.com/books/content?id=Rbtm2b7MU8AC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Monthly Statistical Bulletin of Bangladesh,,Bangladesh,,,,http://books.google.com/books/content?id=hORtp6xOBGYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Relations of General Intelligence to Certain Mental and Physical Traits,Cyrus De Witt Mead,Child psychology,,,,http://books.google.com/books/content?id=hZVxqxLcW0AC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Bulletin,,Geology,,,,http://books.google.com/books/content?id=5EBcWTzlSXsC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Code of Federal Regulations,Internal Revenue Service (IRS) Staff,Business & Economics,,,The Code of Federal Regulations is a codification of the general and permanent rules published in the Federal Register by the Executive departments and agencies of the United States Federal Government.,http://books.google.com/books/content?id=6Fht3e7zEJQC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Technical Report,,Ecology,,,,http://books.google.com/books/content?id=Cu8YokxdTFoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Minnesota Horticulturist,,Fruit-culture,,,,http://books.google.com/books/content?id=cEmmc4hcgQkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Memoirs of the College of Science,,Research,,,,http://books.google.com/books/content?id=ogm3HBWzWYoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Yearbook on Human Rights,,Civil rights,,,,http://books.google.com/books/content?id=DR6oZnmKqU0C&printsec=frontcover&img=1&zoom=1&source=gbs_api
American Anthropologist,Robert H. Lowie,,,,,http://books.google.com/books/content?id=UnhcQqo-GvcC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Economic Growth Trends: Latin America,United States. Agency for International Development. Statistics and Reports Division,Latin America,,,,http://books.google.com/books/content?id=vYA92D70NjwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
CompTIA Security+ Certification Boxed Set (Exam SY0-301),"Glen E. Clarke, Daniel Lachance",Computers,57.21 EUR,,"The best fully integrated CompTIA Security+ self-study package featuring 1200+ practice exam questions. Save 12% on this Boxed Set—with bonus electronic content! CompTIA Security+ Certification Boxed Set (Exam SY0-301) provides you with a variety of exam-focused, test-prep resources designed to work together as a comprehensive program for self-study. CompTIA Security+ Certification Study Guide features: 100% complete coverage of all official objectives for the exam Exam Readiness Checklist--you're ready for the exam when all objectives on the list are checked off Inside the Exam sections in every chapter that highlight key exam topics covered Two-Minute Drills for quick review at the end of every chapter Simulated exam questions that match the format, tone, topics, and difficulty of the real exam CompTIA Security+ Certification Practice Exams features: More than 800 practice exam questions In-depth explanations of both the correct and incorrect answers Total electronic content for the boxed set includes: Complete MasterExam practice testing engine, featuring: Two practice exams Two additional practice exams available for download with free online registration Detailed answers with explanations Score Report performance assessment tool CertCam video clips One hour of LearnKey online training Flash Trainer E-flashcards Security Audit Checklist Certification Review Guide Security URL Reference List PDF copies of the Study Guide and Practice Exams books Covers all CompTIA Security+ Exam SY0-301 topics, including: Networking Basics and Terminology * Security Terminology * Security Policies and Standards * Types of Attacks * System Security Threats * Mitigating Security Threats * Implementing System Security * Securing the Network Infrastructure * Wireless Networking and Security * Authentication * Access Control * Cryptography * Managing a Public Key Infrastructure * Physical Security * Risk Analysis * Disaster Recovery and Business Continuity * Computer Forensics * Security Assessments and Audits * Monitoring and Auditing",http://books.google.com/books/content?id=ic30AAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
On the Anatomy and Classification of the Weaver-birds,Petr Petrovich Sushkin,Birds,,,,http://books.google.com/books/content?id=7Wv8ntKt3U4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
The General Catalogue Issue,University of North Carolina (1793-1962),College catalogs,,,,http://books.google.com/books/content?id=TM1haUB2b9QC&printsec=frontcover&img=1&zoom=1&source=gbs_api
