Title,Authors,Genre,Price,Rating,Description,Image
The Hidden History of the Tibetan Book of the Dead,Department of Religion Florida State University Bryan J. Cuevas Assistant Professor of Buddhist and Tibetan Studies,Religion,,,"In 1927, Oxford University Press published the first western-language translation of a collection of Tibetan funerary texts (the Great Liberation upon Hearing in the Bardo) under the title The Tibetan Book of the Dead. Since that time, the work has established a powerful hold on the western popular imagination, and is now considered a classic of spiritual literature. Over the years, The Tibetan Book of the Dead has inspired numerous commentaries, an illustrated edition, a play, a video series, and even an opera. Translators, scholars, and popular devotees of the book have claimed to explain its esoteric ideas and reveal its hidden meaning. Few, however, have uttered a word about its history. Bryan J. Cuevas seeks to fill this gap in our knowledge by offering the first comprehensive historical study of the Great Liberation upon Hearing in the Bardo, and by grounding it firmly in the context of Tibetan history and culture. He begins by discussing the many ways the texts have been understood (and misunderstood) by westerners, beginning with its first editor, the Oxford-educated anthropologist Walter Y. Evans-Wentz, and continuing through the present day. The remarkable fame of the book in the west, Cuevas argues, is strikingly disproportionate to how the original Tibetan texts were perceived in their own country. Cuevas tells the story of how The Tibetan Book of the Dead was compiled in Tibet, of the lives of those who preserved and transmitted it, and explores the history of the rituals through which the life of the dead is imagined in Tibetan society. This book provides not only a fascinating look at a popular and enduring spiritual work, but also a much-needed corrective to the proliferation of ahistorical scholarship surrounding The Tibetan Book of the Dead.",http://books.google.com/books/content?id=M0T5WNMY1ZUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Black History Journal,Vepa Journals Black History Journal,,,,"Grab this cute funny Milk Chocolate Black History Gift Melanin Political Journal a gift for your daughter, son, brother, sister, girlfriend, boyfriend, wife, husband, dad, mom, aunt, uncle, grandma or grandpa who loves Black History Notebooks Usage: Gratitude Journal 5 Minute Journal Affirmation Journal Mindfulness Journal Happiness, Positivity, Mood Journal Prayer Journal Writing, Poetry Journal Travel Journal Work, Goal Journal Daily Planner Dream Journal Yoga, Fitness, Weight Loss Journal Recipe, Food Journal Password Journal Art Journal Log Book Diary Features: 6 x 9 page size 120 pages Dotted grid pages Cream/Ivory coloblack paper Soft cover / paperback Matte finish cover",http://books.google.com/books/content?id=mAE0xgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
On the Trail of Scotland's History,David R Ross,History,5.99 EUR,,"An essential read for those who are passionate about Scotland and its mysterious and beautiful tapestry of history and landscape. In this book David R. Ross tracks Scotland through the ages, detailing incidents, places and people that are key to Scotland's history, from the Dark Ages to Devolution. Leading his readers to ancient monuments and the stories surrounding them, to modern cities and the burial sites of kings, Ross guides us on a quest to discover the essentials of Scottish history – and to find things we never knew existed. From William Wallace's possible steps, the legend of King Arthur and the reign of Robert the Bruce, to rugged raging battlegrounds, moors and mountains, and Scottish film locations, Ross' journey around Scotland links the past to the present, bringing us face-to-face with the elements that have created the Scotland we know today.",http://books.google.com/books/content?id=4axAEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Journal of the Natural History Society of Siam Volume V.1 1914-1916,Natural History Society of Siam,,,,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",http://books.google.com/books/content?id=DlNivgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Iceland's 1100 Years,Gunnar Karlsson,,,,"'Iceland's 1100 Years' recounts the history of a society on the margin of Europe as well as on the margin of reaching the size and wealth of a proper state. Iceland is unique among the European societies in being founded as late as the Viking Age, and in surviving for centuries without any central power after Christianity had introduced the art of writing. This was the age of the Sagas, which are not only literature but also a rare treasury of sources about a stateless society.In sharp contrast to the prosperous society portrayed by the Sagas, early modern Iceland appears to have been extremely poor and miserable. It is challenging to question whether the deterioration was due to foreign rule, to a colder climate, or to an unfortunate internal power structure.Or was the Golden Age perhaps the invention of 19th-century nationalists? Iceland adopted nationalism quickly and thoroughly. In the mid-nineteenth century about 60,000 inhabitants, mostly poor peasants, set out to gain independence from Denmark, which was finally achieved in 1944 with the foundation of a republic. In recent decades Iceland has caught up economically with its closest neighbours. This has come about mainly through the mechanisation of fishing, which gave rise to a second battle for sovereignty, this time over the country's fishing grounds.",http://books.google.com/books/content?id=AQh1swEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Publications of the Scottish History Society,Scottish History Society,Scotland,,,,http://books.google.com/books/content?id=PvvgAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Workers Across the Americas,Leon Fink,Business & Economics,,,"The first major volume to place U.S.-centered labor history in a transnational focus, Workers Across the Americas collects the newest scholarship of Canadianist, Caribbeanist, and Latin American specialists as well as U.S. historians. These essays highlight both the supra- and sub-national aspect of selected topics without neglecting nation-states themselves as historical forces. Indeed, the transnational focus opens new avenues for understanding changes in the concepts, policies, and practice of states, their interactions with each other and their populations, and the ways in which the popular classes resist, react, and advance their interests.What does this transnational turn encompass? And what are its likely perils as well as promise as a framework for research and analysis? To address these questions John French, Julie Greene, Neville Kirk, Aviva Chomsky, Dirk Hoerder, and Vic Satzewich lead off the volume with critical commentaries on the project of transnational labor history. Their responses offer a tour of explanations, tensions, and cautions in the evolution of a new arena of research and writing. Thereafter, Workers Across the Americas groups fifteen research essays around themes of labor and empire, indigenous peoples and labor systems, international feminism and reproductive labor, labor recruitment and immigration control, transnational labor politics, and labor internationalism. Topics range from military labor in the British Empire to coffee workers on the Guatemalan/Mexican border to the role of the International Labor Organization in attempting to set common labor standards. Leading scholars introduce each section and recommend further reading.",http://books.google.com/books/content?id=yTg6YeE33NYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Biodiversity and Earth History,"Jens Boenigk, Sabina Wodniok, Edvard Glücksman",Science,,,"This uniquely interdisciplinary textbook explores the exciting and complex relationship between Earth’s geological history and the biodiversity of life. Its innovative design provides a seamless learning experience, clarifying major concepts step by step with detailed textual explanations complemented by detailed figures, diagrams and vibrant pictures. Thanks to its layout, the respective concepts can be studied individually, as part of the broader framework of each chapter, or as they relate to the book as a whole. It provides in-depth coverage of: - Earth’s formation and subsequent geological history, including patterns of climate change and atmospheric evolution; - The early stages of life, from microbial ‘primordial soup’ theories to the fossil record’s most valuable contributions; - Mechanisms of mutual influence between living organisms and the environment: how life changed Earth’s history whilst, at the same time, environmental pressures continue to shape the evolution of species; - Basic ideas in biodiversity studies: species concepts, measurement techniques, and global distribution patterns; - Biological systematics, from their historical origins in Greek philosophy and Biblical stories to Darwinian evolution by natural selection, and to phylogenetics based on cutting-edge molecular techniques. This book’s four major sections offer a fresh cross-disciplinary overview of biodiversity and the Earth’s history. Among many other concepts, they reveal the massive diversity of eukaryotes, explain the geological processes behind fossilisation, and provide an eye-opening account of the relatively short period of human evolution in the context of Earth’s 4.6 billion-year history. Employing a combination of proven didactic tools, the book is simultaneously a reading reference, illustrated guide, and encyclopaedia of organismal biology and geology. It is aimed at school- and university-level students, as well as members of the public fascinated by the intricate interrelationship of living organisms and their environment.",http://books.google.com/books/content?id=kfAzvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Warrior Race,Lawrence James,History,,,"Modern Britain is a nation shaped by wars. The boundaries of its separate parts are the outcome of conquest and resistance. The essence of its identity are the warrior heroes, both real and imagined, who still capture the national imagination: from Boadicea to King Arthur, Rob Roy to Henry V, the Duke of Wellington to Winston Churchill. It is a sense of identity that grew under careful cultivation during the global struggles of the eighteenth century, and found its most powerful expression during the world wars of the twentieth. In Warrior Race, Lawrence James investigates the role played by war in the making of Britain. Drawing on the latest historical and archaeological research, as well as numerous unfamiliar and untapped resources, he charts the full reach of British military history: the physical and psychological impact of Roman military occupation; the monarchy's struggle for mastery of the British Isles; the civil wars of the seventeenth century; the ""total war"" experience of twentieth-century conflict. But Warrior Race is more than just a compelling historical narrative. Lawrence James skillfully pulls together the momentous themes of his subject. He discusses how war has continually been a catalyst for social and political change, the rise, survival, and reinvention of chivalry, the literary quest for a British epic, the concept of birth and breeding as the qualifications for command in war, and the issues of patriotism and Britain's antiwar tradition. Warrior Race is popular history at its very best: incisive, informative, and accessible; immaculately researched and hugely readable. Balancing the broad sweep of history with an acute attention to detail, Lawrence James never loses sight of this most fascinating and enduring of subjects: the question of British national identity and character.",http://books.google.com/books/content?id=Le4P4M6z2PYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
East Africa,Robert M. Maxon,History,,,"""East Africa: An Introductory History documents the transformation of East Africa from the Stone Age to the first decade of the twenty-first century. The book is ideal for any reader interested in unraveling the intricate history of East Africa, and especially for students coming to the study of this region for the first time.""--BOOK JACKET.",http://books.google.com/books/content?id=YkYwAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The History of the Conquest of Mexico by the Spaniards ...: Tr. Into English from the Original Spanish of Don Antonio de Solis,Antonio De Solis,History,,,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",http://books.google.com/books/content?id=t0HTswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Brazil,Leslie Bethell,Brazil,,,"Introduction : Why Brazil? An autobiographical fragment, page 1 -- 1. Brazil and Latin America, page 19 -- 2. Britain and Brazil (1808-1914), page 57 -- 3. The Paraguayan War (1864-70), page 93 -- 4. The decline and fall of slavery in Brazil (1850-88), page 113 -- 5. The long road to democracy in Brazil, page 147 -- 6. Populism in Brazil, page 175 -- 7. The failure of the Left in Brazil, page 195.",http://books.google.com/books/content?id=igPFtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
America and Iran,John Ghazvinian,History,15.33 EUR,,"A NEW YORK TIMES NOTABLE BOOK OF THE YEAR • A hugely ambitious, “delightfully readable, genuinely informative” portrait (The New York Times) of the two-centuries-long entwined histories of Iran and America—two powers who were once allies and now adversaries—by an admired historian and former journalist. In this rich, fascinating history, John Ghazvinian traces the complex story of the relations between these two nations back to the Persian Empire of the eighteenth century—the subject of great admiration by Thomas Jefferson and John Quincy Adams—and an America seen by Iranians as an ideal to emulate for their own government. Drawing on years of archival research both in the United States and Iran—including access to Iranian government archives rarely available to Western scholars—the Iranian-born, Oxford-educated historian leads us through the four seasons of U.S.–Iran relations: the spring of mutual fascination; the summer of early interactions; the autumn of close strategic ties; and the long, dark winter of mutual hatred. Ghazvinian makes clear where, how, and when it all went wrong. America and Iran shows why two countries that once had such heartfelt admiration for each other became such committed enemies—and why it didn’t have to turn out this way.",http://books.google.com/books/content?id=TkfCDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Poetics of History,Philippe Lacoue-Labarthe,History,,,"Poetics of History places Rousseau at the origin of modern speculative philosophy by showing that his thinking on the theater, despite its dependence on a false and conventional reading of Aristotle, nonetheless articulates a radical thinking of originary mimesis, and, well before Hegel, an understanding of catharsis as Aufhebung.",http://books.google.com/books/content?id=kKiFtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Natural History and Antiquities of Selborne. with the Naturalist's Calendar and Miscellaneous Observations,Gilbert White,,,,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",http://books.google.com/books/content?id=0C9EjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Voice and Vision,Stephen J. Pyne,Language Arts & Disciplines,32.05 EUR,,"It has become commonplace these days to speak of “unpacking” texts. Voice and Vision is a book about packing that prose in the first place. While history is scholarship, it is also art—that is, literature. And while it has no need to emulate fiction, slump into memoir, or become self-referential text, its composition does need to be conscious and informed. Voice and Vision is for those who wish to understand the ways in which literary considerations can enhance nonfiction writing. At issue is not whether writing is scholarly or popular, narrative or analytical, but whether it is good. Fiction has guidebooks galore; journalism has shelves stocked with manuals; certain hybrids such as creative nonfiction and the new journalism have evolved standards, esthetics, and justifications for how to transfer the dominant modes of fiction to topics in nonfiction. But history and other serious or scholarly nonfiction have nothing comparable. Now this curious omission is addressed by Stephen Pyne as he analyzes and teaches the craft that undergirds whole realms of nonfiction and book-based academic disciplines. With eminent good sense concerning the unique problems posed by research-based writing and with a wealth of examples from accomplished writers, Pyne, an experienced and skilled writer himself, explores the many ways to understand what makes good nonfiction, and explains how to achieve it. His counsel and guidance will be invaluable to experts as well as novices in the art of writing serious and scholarly nonfiction.",http://books.google.com/books/content?id=To0sz9jqNfYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Knickerbocker's History of New York Illustrated,Washington Irving,,,,"In 1809, New Yorker's were buzzing about a series of classified ads concerning the whereabouts of Dutch historian Dietrich Knickerbocker. They were unaware that Washington Irving had invented the man entirely and placed the ads himself. Knickerbocker's purported manuscript, A History of New York, was Irving's own. Told from Knickerbocker's point of view, A History of New York is a chronicle of New York's fifty years under Dutch rule in the 1600s that plays fast and loose with the facts, to uproarious effect. A History of New York propelled Irving to the heights of literary stardom.",http://books.google.com/books/content?id=3JTazQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Annals of the Museum of Natural History ... 1872-1939,University of Minnesota. Museum of Natural History,Natural history museums,,,,
Reflections in Black,,African American photographers,,,,
Models of the History of Philosophy: From its Origins in the Renaissance to the ‘Historia Philosophica’,Giovanni Santinello,Philosophy,,,"Models of the History of Philosophy. From its Origins in the Renaissance to the `Historia philosophica' (a translation of a work published in 1981 in Italian - the bibliography has been updated) gives a comprehensive description of the various forms and approaches in the literature of the history of philosophy from the fifteenth to the middle of the seventeenth century. Several traditions are described, from the well known `prisca theologia' and `perennis philosophia' traditions of Marsilio Ficino and Augustino Steuco, which claimed that the Greeks got their philosophy from the East, to the unknown influence of Scepticism on the history of philosophy by the recovery of Sextus Empiricus, and the German Protestant critical attack on Greek philosophy as Atheistic which was the tradition of the history of philosophy out of which Leibniz developed. Each individual historian of philosophy is given a separate entry which includes a biography, a complete bibliography of his works, a description of his history of philosophy and ends with both an assessment of his reputation during his own time and a complete listing of recent literature on him. As a result the substantial variety in the way the history of philosophy was written and, with it, an overview of the way western civilization developed is described in detail for the first time. For university history of literature, history of culture, history of religion and history of philosophy classes. The book can be used both for undergraduate courses (for specific reading assignments) and as background material for graduate courses. The bibliography provides important aids to many topics which have previously been almost inaccessible.",
Peru,William Golden Mortimer,,,,"This work has been selected by scholars as being culturally important and is part of the knowledge base of civilization as we know it. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. To ensure a quality reading experience, this work has been proofread and republished using a format that seamlessly blends the original graphical elements with text in an easy-to-read typeface. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",http://books.google.com/books/content?id=7K-TvQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Thirty Years' View,Thomas Hart Benton,,,,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",http://books.google.com/books/content?id=gzXyjgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Rosary,Franz Michel William,,,,"PART ONE of this book presents the first complete history of the origin and development of the rosary. This prayer has grown like a spreading shrub. Springing up lush and green in the spirirual soil of the Irish-British homeland, it extended to the continent. In Central Europe it blossomed forth in mysteries which finally attained perfection of form and number in Southern Europe. Part two is the story of the significance of the rosary in the light of its history. The great teachers are invoked as witnesses: they explain the nature of the prayer and tell of the various helps offered the faithful for the right understanding and proper practice of the devotion. Especially profitable for the aid and guidance of souls are the personal experiences of St. Louis Grignion de Montfort, canonized on July 20, 1947. THE ROSARY is like a mighty stream whose waters are drawn from many tributaries. They all have their source in the same spiritual heights-the liturgical prayers of the Church, not as directed to the celebration of the Holy Mass, but as establishing a prayerful relationship to God. F or this reason the history of the rosary should begin with a survey of those lofty regions of liturgical prayer. Then, following the course of these sacred streams as they converge to form the rosary, we descend into the valley of the faith.",http://books.google.com/books/content?id=ty4gnwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
History of Classical Sanskrit Literature,Madabhushi Krishnamachariar,Sanskrit literature,,,,http://books.google.com/books/content?id=snxG0QEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Bulletin of the British Museum, Natural History. Zoology...",Natural history museum (Londres),,,,,
Current Literature,,Literature,,,,http://books.google.com/books/content?id=_ccEt6BLHIMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Canadian Magazine,,,,,,http://books.google.com/books/content?id=MVowAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
News and the newspaper,Missouri. University. School of journalism,,,,,http://books.google.com/books/content?id=wCckYAy4tCYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Encyclopedia Americana: Indian to Jeffers,,Encyclopedias and dictionaries,,,,http://books.google.com/books/content?id=IvFGAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Alejandro Morales,José Antonio Gurpegui Palacios,Literary Criticism,,,"This collection reviews the work of Chicano writer Alejandro Morales, whose novel Caras viejas y vino nuevo, is generally recognized as one of the classics of Chicano literature. The contributors are Jose Antonio Gurpegui, Maria Herrera-Sobek, Luis Leal, Francisco A. Lomeli, Antonio C. Marquez, Manuel M. Martin-Rodriguez, Alejandro Morales, Jesus Rosales, and Karen S. Van Hooft.",http://books.google.com/books/content?id=EwdwAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Monographic Series,Library of Congress,Monographic series,,,,http://books.google.com/books/content?id=C8ICMvPiMCwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Gegenwarts Literatur,,Criticism,,,,http://books.google.com/books/content?id=qLJbAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Role that Highlights Play in Providing Information about Depth and Shape,Chryle Ann Elieff,,,,,http://books.google.com/books/content?id=XaBGV5tP5lMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Bulletin,,Turkic languages,,,,http://books.google.com/books/content?id=BQlL7ToInkEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
A short history of English literature. Repr,George Edward B. Saintsbury,,,,,http://books.google.com/books/content?id=v-7UXD3T8A0C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Bulgarian Horizons,,Arts,,,"No. 6- include separately paged literary supplements, with articles in English, French, German and Russian.",http://books.google.com/books/content?id=DCm2ibE7trgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Border Crossings,Thomas C. Fox,Literary Criticism,,,An accessible and comprehensive introduction to the work of East German writers,http://books.google.com/books/content?id=g9xbAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Préciosité and la Promenade de Versailles, from Myth to Praxis",Margaret Anne Trotzke,French fiction,,,,http://books.google.com/books/content?id=asQBvYQvWlEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Nineteenth-century Scottish Fiction,Ian Campbell,Literary Criticism,,,,http://books.google.com/books/content?id=DjhaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Host Bibliographic Record for Boundwith Item Barcode 30112106525063 and Others,,,,,,http://books.google.com/books/content?id=JnkdVV7uB_UC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Cassette Books,Library of Congress. National Library Service for the Blind and Physically Handicapped,Talking books,,,,http://books.google.com/books/content?id=MJbwxQDjBS4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Arthur's Illustrated Home Magazine,,Periodicals,,,,http://books.google.com/books/content?id=9VTQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
America,,Theology,,,"""The Jesuit review of faith and culture,"" Nov. 13, 2017-",http://books.google.com/books/content?id=RvjsOBQ_RdsC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Outlook,,,,,,http://books.google.com/books/content?id=lFR30LdlfI4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Modern France,Arthur Augustus Tilley,History,,,,http://books.google.com/books/content?id=WpQfAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
T.P.'s Weekly,"Thomas Power O'Connor, Holbrook Jackson",British periodicals,,,,http://books.google.com/books/content?id=C5hFAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Plot and Character in Stevenson,Robert Allison Hood,,,,,http://books.google.com/books/content?id=oYIvAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Early Cinema and the ""national""","Richard Abel, Giorgio Bertellini, Rob King",Performing Arts,,,"A richly illustrated, landmark anthology devoted to re-thinking the nation as a framing category for writing cinema history",http://books.google.com/books/content?id=G2tdYxfX0mgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Lesson in Appreciation,Frank Herbert Hayward,Aesthetics,,,,http://books.google.com/books/content?id=DBIvAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Papers ...,Manchester Literary Club,Literature,,,,http://books.google.com/books/content?id=QF4xAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Report from the Select Committee of the House of Lords on the Copyright (Amendment) Bill [H.L.] Together with the Proceedings of the Committee and Minutes of Evidence,Great Britain. Copyright (Amendment) Bill Committee,,,,,http://books.google.com/books/content?id=lSyA-AsZ_foC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Golden Book Magazine,,"Children's periodicals, American",,,,http://books.google.com/books/content?id=dHRamNPh5KMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Bookman,,Literature,,,,http://books.google.com/books/content?id=FL3fprpzpdkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Eclectic Magazine and Monthly Edition of the Living Age,,,,,,http://books.google.com/books/content?id=URJLAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Antiques,,Antiques,,,,http://books.google.com/books/content?id=Spe3p7USi-oC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The History and Character of Calvinism,John Thomas McNeill,History,,,This is a masterful historical portrait of the whole movement of Calvinism for general readers and scholars alike.,http://books.google.com/books/content?id=A3EBM6oiJxsC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The New Leader,,Socialism,,,,http://books.google.com/books/content?id=pImkQRT6Z2YC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Bulletin of Bibliography,,Bibliography,,,,http://books.google.com/books/content?id=SyLhAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Caricature,,American wit and humor,,,,http://books.google.com/books/content?id=jjhHAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Proceedings of the National Academy of Sciences of the United States of America,National Academy of Sciences (U.S.),Electronic journals,,,,http://books.google.com/books/content?id=2BxVAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Encyclopædia Britannica,Hugh Chisholm,Encyclopedias and dictionaries,,,,http://books.google.com/books/content?id=vYOxcfbhV-oC&printsec=frontcover&img=1&zoom=1&source=gbs_api
La lingua inglese negli istituti tecnici e nautici,Peter Borghesi,English language,,,,http://books.google.com/books/content?id=RRhHAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Revista Bilingüe,,Bilingualism,,,,http://books.google.com/books/content?id=GNpmAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Library,"Sir John Young Walker MacAlister, Alfred William Pollard, Ronald Brunlees McKerrow, Sir Frank Chalton Francis",Bibliography,,,,http://books.google.com/books/content?id=0ok_AQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Music Criticisms, 1846-99",Eduard Hanslick,Music,,,,http://books.google.com/books/content?id=015xYQzoC7QC&printsec=frontcover&img=1&zoom=1&source=gbs_api
With a Little Help from My Friends,"Judith A. Myers-Walls, Betty Youngman, Karen R. Hinkley, Kristelle Miller, University of Arkansas (System). Cooperative Extension Service",Friendship,,,,
Report of the Commission for the Study of a Twelve Months' Use of Public School Buildings and Facilities for Public School Purposes,North Carolina. Commission for the Study of a Twelve Months' Use of Public School Buildings and Facilities for Public School Purposes,School buildings,,,,
Introduction to Social Psychology,Gary S. Nickell,,,,,
Rethinking Global Health,Rochelle A. Burgess,PSYCHOLOGY,,,"This book reflects and analyses the working of power in the field of global health- and what this goes on to produce. In so doing, Rethinking Global Health asks the pivotal questions of, 'who is global health for' and 'what is it that limits our ability to build responses that meet people where they are?' Covering a wide range of topics from global mental health to Ebola, this book combines power analyses with interviews and personal reflections spanning the author's decade-long career in global health. It interrogates how the search for global solutions can often end up far from where we anticipated. It also introduces readers to different frameworks for power analyses in the field, including an adaptation of the 'matrix of domination' for global health practice. Through this work, Dr Burgess develops a new model of Transformative Global Health, a framework that calls researchers and practitioners to adopt new orienting principles, placing community interests and voices at the heart of global health planning and solutions at all times. This book will be beneficial to students and academics working in the global and public health landscape. It will also hold appeal to activists, practitioners and individuals invested in the discipline and in health equity around the world.",
Life - As a Matter of Fat,Ole G. Mouritsen,Science,88.8 EUR,,"Presents a multi-disciplinary perspective on the physics of life and the particular role played by lipids and the lipid-bilayer component of cell membranes. Emphasizes the physical properties of lipid membranes seen as soft and molecularly structured interfaces. By combining and synthesizing insights obtained from a variety of recent studies, an attempt is made to clarify what membrane structure is and how it can be quantitatively described. Shows how biological function mediated by membranes is controlled by lipid membrane structure and organization on length scales ranging from the size of the individual molecule, across molecular assemblies of proteins and lipid domains in the range of nanometers, to the size of whole cells. Applications of lipids in nano-technology and biomedicine are also described.",http://books.google.com/books/content?id=3J9enifNNTUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
